,id,created_at,text,rt_count,fav_count,english
10,1446479482253049860,2021-10-08 14:15:57+00:00,Thank you so much @SherBDeuba for your warm congratulations. Look forward to working together with you to further develop our traditional ties of friendship between Japan and Nepal. https://t.co/L13p0sXF3L,98,701,Thank you so much @SherBDeuba for your warm congratulations. Look forward to working together with you to further develop our traditional ties of friendship between Japan and Nepal. https://t.co/L13p0sXF3L 
11,1446478872426409984,2021-10-08 14:13:32+00:00,Warm thanks to PM Morrison of Australia. Had a great discussion during video meeting on October 5. Look forward to working together with ScoMo to further deepen our Special Strategic Partnership and to promote a “Free and Open Indo-Pacific”. https://t.co/yuHf4vKumK,119,797,Warm thanks to PM Morrison of Australia. Had a great discussion during video meeting on October 5. Look forward to working together with ScoMo to further deepen our Special Strategic Partnership and to promote a “Free and Open Indo-Pacific”. https://t.co/yuHf4vKumK 
12,1446478443151904770,2021-10-08 14:11:49+00:00,"Thank you, @DrTedros for your message. will continue to work closely with @WHO to respond to COVID-19 and to achieve #UHC. I look forward to working closely with you and @WHO in addressing global health issues. https://t.co/bszQpK25Mq",127,717,"Thank you, @DrTedros for your message. will continue to work closely with @WHO to respond to COVID-19 and to achieve #UHC. I look forward to working closely with you and @WHO in addressing global health issues. https://t.co/bszQpK25Mq "
13,1446478089538576389,2021-10-08 14:10:25+00:00,"Expreso mi más sincero agradecimiento por el cordial mensaje del Señor Presidente, @IvanDuque. De aquí en adelante, quisiera mantener una estrecha colaboración con usted en aras de fortalecer aún más los lazos de amistad entre Japón y Colombia. https://t.co/O0ogtuYuSs",142,810,"I express my sincere gratitude for the cordial message of Mr. President, @IVanduque. From now on, I would like to keep a close collaboration with you for the sake of further strengthening the bonds of friendship between Japan and Colombia. https://t.co/o0ggetuyuss. "
14,1446477769529966595,2021-10-08 14:09:09+00:00,"Thank you, President @ZelenskyyUa, for your kind message on my appointment. Japan will continue to develop our bilateral relations with Ukraine as we look forward to the 30th anniversary of our diplomatic relations next year, while also supporting Ukraine’s reform efforts. https://t.co/zIHvACFyfg",111,687,"Thank you, President @ZelenskyyUa, for your kind message on my appointment. Japan will continue to develop our bilateral relations with Ukraine as we look forward to the 30th anniversary of our diplomatic relations next year, while also supporting Ukraine’s reform efforts. https://t.co/zIHvACFyfg "
15,1446476913325658114,2021-10-08 14:05:45+00:00,Thank you @JustinTrudeau. Japan and Canada are important partners in the Indo-Pacific region. I look forward to working together with you to further promote cooperation between our two counties. https://t.co/RnwvMVWhcX,124,842,Thank you @JustinTrudeau. Japan and Canada are important partners in the Indo-Pacific region. I look forward to working together with you to further promote cooperation between our two counties. https://t.co/RnwvMVWhcX 
16,1446476032848982017,2021-10-08 14:02:15+00:00,"Thank you for your heartwarming message, PM @IngridaSimonyte.  I look forward to working closely together with you in addressing our shared global challenges and further deepening our bilateral relations on the occasion of the 100th anniversary of our friendship next year. https://t.co/984kxzEUVI",105,646,"Thank you for your heartwarming message, PM @IngridaSimonyte.  I look forward to working closely together with you in addressing our shared global challenges and further deepening our bilateral relations on the occasion of the 100th anniversary of our friendship next year. https://t.co/984kxzEUVI "
17,1446475534909595652,2021-10-08 14:00:16+00:00,"Thank you for your warm message, President Joko Widodo @jokowi. I look forward to working closely together with you to further enhance our strategic partnership between Japan and Indonesia. https://t.co/atX1Fultdd",93,579,"Thank you for your warm message, President Joko Widodo @jokowi. I look forward to working closely together with you to further enhance our strategic partnership between Japan and Indonesia. https://t.co/atX1Fultdd "
18,1446475201546383360,2021-10-08 13:58:56+00:00,ジョンソン首相@BorisJohnson、祝意ツイートありがとうございます。英国はグローバルな戦略的パートナーであり、かつて外相同士緊密に連携したボリスと、日英関係を一層強化すべく共に取り組んでいくことを楽しみにしています。 https://t.co/3sjAPuT9Gg,273,1804,"Johnson Prime Minister @borisjohnson, thank you for the festive tweet. The UK is a global strategic partner, and I am looking forward to working together with Boris in collaboration with external faces closely in close strengthening. https://t.co/3SJAPUT9GG "
19,1446475080402309123,2021-10-08 13:58:28+00:00,"Thank you, Prime Minister Johnson @BorisJohnson, for your congratulatory tweet. The UK is our global strategic partner and I look forward to working closely together with you, like we did as Foreign Minister/Secretary, to further strengthen the Japan-UK relationship. https://t.co/7hBmWXOS3t",114,715,"Thank you, Prime Minister Johnson @BorisJohnson, for your congratulatory tweet. The UK is our global strategic partner and I look forward to working closely together with you, like we did as Foreign Minister/Secretary, to further strengthen the Japan-UK relationship. https://t.co/7hBmWXOS3t "
20,1446474541576847360,2021-10-08 13:56:19+00:00,"Thank you, Prime Minister Kurti @albinkurti, for your kind message on my appointment. Japan will continue to support Kosovo’s reform efforts toward European integration under the Western Balkans Cooperation Initiative. https://t.co/HjfPaYUd9w",129,741,"Thank you, Prime Minister Kurti @albinkurti, for your kind message on my appointment. Japan will continue to support Kosovo’s reform efforts toward European integration under the Western Balkans Cooperation Initiative. https://t.co/HjfPaYUd9w "
21,1446474108737179653,2021-10-08 13:54:36+00:00,私の内閣総理大臣就任に当たり、御丁寧な祝辞を頂き、心から感謝申し上げます。本日、電話会談でお話しでき、嬉しく思います。 https://t.co/c8Cz9RhXWN,303,2113,"I would like to thank you for your polite congratulations on appointment of my Cabinet Prime Minister. Today, I am happy to talk at a telephone meeting. https://t.co/C8CZ9RHXWN "
22,1446473817346351104,2021-10-08 13:53:26+00:00,"Thank you so much, H.E. Mr. Narendra Modi, PM of India @narendramodi, for your warm congratulations. Delighted to talk with you today. https://t.co/UfSb7rpTGD",195,1101,"Thank you so much, H.E. Mr. Narendra Modi, PM of India @narendramodi, for your warm congratulations. Delighted to talk with you today. https://t.co/UfSb7rpTGD "
23,1446472910718177283,2021-10-08 13:49:50+00:00,"Thank you, President @vonderleyen, for your warm congratulations. Japan-EU relations have now become closer than ever before, and our strategic partnership is invaluable. I look forward to working together with you as we tackle key challenges such as climate change and COVID19. https://t.co/1WAvD2Eeh4",118,705,"Thank you, President @vonderleyen, for your warm congratulations. Japan-EU relations have now become closer than ever before, and our strategic partnership is invaluable. I look forward to working together with you as we tackle key challenges such as climate change and COVID19. https://t.co/1WAvD2Eeh4 "
24,1446464894241370115,2021-10-08 13:17:59+00:00,"H.E. PM @naftalibennett, I really appreciate your warm congratulations. I look forward to working together with you to further develop Japan-Israel relations. Toda rava! https://t.co/tyrOhevtwb",137,872,"H.E. PM @naftalibennett, I really appreciate your warm congratulations. I look forward to working together with you to further develop Japan-Israel relations. Toda rava! https://t.co/tyrOhevtwb "
25,1446464574299901955,2021-10-08 13:16:43+00:00,"Thank you for your heartwarming message, Prime Minister  @kajakallas. I look forward to working closely with you to further develop our cooperation, including over digitalization and FOIP, as we celebrate the 100th anniversary of our friendship. https://t.co/mU165HAEJU",121,835,"Thank you for your heartwarming message, Prime Minister  @kajakallas. I look forward to working closely with you to further develop our cooperation, including over digitalization and FOIP, as we celebrate the 100th anniversary of our friendship. https://t.co/mU165HAEJU "
26,1446464298180485131,2021-10-08 13:15:37+00:00,"Thank you so much H.E. Mr. Gotabaya Rajapaksa, President of Sri Lanka @GotabayaR for your warm congratulations.   I hope to work together with you, a good friend of Japan, towards the realization of  “Free and Open Indo-Pacific”. https://t.co/GORtS5WkTI",136,952,"Thank you so much H.E. Mr. Gotabaya Rajapaksa, President of Sri Lanka @GotabayaR for your warm congratulations.   I hope to work together with you, a good friend of Japan, towards the realization of  “Free and Open Indo-Pacific”. https://t.co/GORtS5WkTI "
27,1446463966394257414,2021-10-08 13:14:18+00:00,"Thank you so much Hon. Mahinda Rajapaksa, PM of Sri Lanka @PresRajapaksa for your warm congratulations.  Toward the 70th anniversary of the establishment of   diplomatic relations next year, I look forward to further deepening and expanding our bilateral exchanges. https://t.co/yZpob6HyjM",110,760,"Thank you so much Hon. Mahinda Rajapaksa, PM of Sri Lanka @PresRajapaksa for your warm congratulations.  Toward the 70th anniversary of the establishment of   diplomatic relations next year, I look forward to further deepening and expanding our bilateral exchanges. https://t.co/yZpob6HyjM "
28,1446441163712389120,2021-10-08 11:43:41+00:00,"Thank you, President Michel @eucopresident, for your warm congratulations. Japan-EU relations have now become closer than ever before. I look forward to working together with you over various agendas including FOIP. https://t.co/K8CeQPSBV5",161,987,"Thank you, President Michel @eucopresident, for your warm congratulations. Japan-EU relations have now become closer than ever before. I look forward to working together with you over various agendas including FOIP. https://t.co/K8CeQPSBV5 "
29,1446438568100974602,2021-10-08 11:33:22+00:00,I appreciate the warm congratulations from Your Excellency @abdulla_shahid. I look forward to working together with you to elevate - relations and to deepen our cooperation in the international arena. https://t.co/SoGXUHMf4c,178,1078,I appreciate the warm congratulations from Your Excellency @abdulla_shahid. I look forward to working together with you to elevate - relations and to deepen our cooperation in the international arena. https://t.co/SoGXUHMf4c 
30,1446436168900308998,2021-10-08 11:23:50+00:00,温かな御言葉ありがとうございます。 日ラトビア友好１００周年を契機に、カリンシュ首相とともに良好な二国間関係をさらに発展させていきたいと思います。 https://t.co/WH9vsmcuUc,306,2435,"Thank you very much for the war. I would like to further develop a good bilateral relationship with Prime Minister Karinsh, along with the 100th anniversary of Toya Tobia friendship. https://t.co/WH9VSMCUUC "
31,1446436080039841799,2021-10-08 11:23:29+00:00,"Thank you for your heartwarming message, Prime Minister @krisjaniskarins. Let us further develop our excellent bilateral relations together as we celebrate the 100th anniversary of our friendship. https://t.co/iMWxNpkmmP",144,884,"Thank you for your heartwarming message, Prime Minister @krisjaniskarins. Let us further develop our excellent bilateral relations together as we celebrate the 100th anniversary of our friendship. https://t.co/iMWxNpkmmP "
32,1446431453139509260,2021-10-08 11:05:06+00:00,衆参両院の本会議にて、就任後初となる所信表明演説を行いました。所信表明演説とは、私が自らの政権で何を目指し、何を実現していくのか、方針や重点課題を国民の皆さまへ明らかにするものです。全文を掲載しますので、ご一読いただければ幸いです。 第205回国会 所信表明 https://t.co/XpurMotZIS https://t.co/DkXQ1cwnXp,1465,8806,"At the Meeting of the House of Representatives, we held the first relevant representation for the first time after appointment. The Hitoshi Assembly Speech says what to do with your own administration, what to do, and make policies and focus issues to the people to the people. I will post the full text, so I hope you read it. The 205th Anniversary Commander Https://t.co/xpurmotzis https://t.co/dkxq1Cwnxp "
33,1446116806083575817,2021-10-07 14:14:48+00:00,官邸に入ります。,6505,43967,Enter the official residence. 
34,1446111118221471760,2021-10-07 13:52:12+00:00,最新情報を確認しつつ、命を守る行動を取ってください。 https://t.co/NGX1g9OmwY,5689,23359,Please take action to protect your life while checking the latest information. https://t.co/NGX1G9OMWY 
35,1446105646047186944,2021-10-07 13:30:28+00:00,一昨年亡くなられた元環境大臣で宏池会事務総長だった、望月義夫先生のお墓参りをしました。 苦楽を共にしてきた望月先生。一緒に総裁選を戦い、そして勝利したかったのが本音ですが、今こうして総理就任をご報告できたことは感無量です。 望月義夫先生の思いを胸に、新時代を切り拓いてまいります。 https://t.co/wqNc5krNZV,690,7832,"The Great Deputy Secretary of Hirokai, who was the former Environment Minister of the Died, which was died a year ago, and I visited the grave of the teacher. Mr. Mochizuki who has been together. It is true that he wanted to fight the President and won together, but it is an amount of feeling that you could report on Prime Minister now. We will open up the new era on the chest of the teacher of Mr. Mochizuki. https://t.co/wqnc5krnzv "
36,1446098940076519432,2021-10-07 13:03:49+00:00,#参議院山口補選 に立候補した北村つねお候補 @KitamuraOffice には、国民の命と暮らし、平和を守るという確固たる信念と、参議院議員として8年間の経験があります。北村候補が再び国政の場で働けるよう、山口の皆さま、あなたの一票を託してください！ https://t.co/tpbCFrAyZg,282,1597,"# There is a solid conviction that the National Life and Living, and Peace of the House of Councilors is a candidate for the House of Councilors, and a solid conviction of protecting peace and the House of Councilors. Yamaguchi, so that the Kitamura candidate will work in the national policy again, please entrust your vote! https://t.co/tpbcfrayzg "
37,1446085927143501825,2021-10-07 12:12:06+00:00,#参議院静岡補選 若林ようへい候補 @w_youhei の応援に駆けつけました。御殿場市長として12年間で、まちづくりからコロナ対策まで数多くの実績を上げてこられた若林候補。地方行政での現場経験を国政に活かし、活躍できる即戦力の候補です。静岡の皆さま、若林候補へあなたの一票を託してください！ https://t.co/IoRQZWAOkV https://t.co/UsNQM0UwYW,236,1731,"# House of Councilors Shizuoka Association Wakabayashi We rushed to support for huhen candidates @w_youhei. A candidate for Wakabayashi, which has achieved a number of achievements from town development to corona measures for 12 years as the mayor of Gotemba. He is a candidate for immediate attacks that can be active in the local government's field experience in the country administration. Everyone in Shizuoka, please entrust your vote to Wakabayashi candidates! https://t.co/iorqzwaokv https://t.co/USNQM0UWYW "
38,1445366430237544451,2021-10-05 12:33:05+00:00,眞鍋淑郎氏のノーベル物理学賞の受賞を、心からお慶び申し上げます。 日本における研究活動の積み重ねをもとに、海外で活躍されている研究者の独創的な発想による真理の発見が、人類社会の持続的な発展や国際社会に大きく貢献し、世界から認められたことを、日本国民として誇りに思います。 https://t.co/Io5ybEbhmB,2147,15713,"I'm won a winning of Nobuho Physics Awards, Nobuhito Physics. Based on the stack of research activities in Japan, the discovery of truths from the creative idea of researchers who are active overseas, contributing to the sustainable development of human society and the international community, and recognized from the world I am proud of the Japanese people. https://t.co/IO5YBEBHMB "
39,1445051050554126336,2021-10-04 15:39:52+00:00,第100代内閣総理大臣に指名され、#新時代共創内閣 が発足しました。新型コロナ対策、経済政策、新しい日本型資本主義、安全保障などの重点政策や、解散総選挙を速やかに行う理由など、ブログをお読みいただければ幸いです。  内閣総理大臣就任にあたっての決意 https://t.co/8GpjHR9Jnb #チーム岸田 https://t.co/ovoWJLtQkD,2337,15756,"The 100th Middle Cabinet Minister was appointed, and the New Era Co-wound has been launched. It would be nice if you could read the blog, such as a new Corona, economic policy, new Japanese capitalism, and safety security and other reasons, such as the reason for promptly the dissolution general election. Cabinet Prime Minister's decision HTTPS://T.co/8GPJHR9JNB # Team Kishida https://t.co/ovowjltqkd "
40,1444652719185166340,2021-10-03 13:17:03+00:00,これから自民党は、国民の皆さまの声をどう受け止め、どう訴えていくのか。党の広報戦略や新しいキャッチフレーズについて、河野太郎さん @konotarogomame   と木原誠二さん @kihara_seiji 自民党広報部の皆さんと企画会議。総裁として、ポスター用の写真撮影も行いました。 #チーム岸田 https://t.co/Rrq9zX4R2m,1229,9705,"From now on, the LDP does not accept the voice of the people of the people? On the Public Relations Strategy and New Catch Phrases, Taro Kono @ Konotarogomame and Makoto Kihara @ Kihara_Seiji LDP APPLIST APPLIC. As a President, I also shoot photographs for the poster. # Team Kishida https://t.co/RRQ9ZX4R2M "
41,1443945477817319427,2021-10-01 14:26:43+00:00,本日、新しい自民党役員人事を決定しました。私は「適材適所」という観点に基づいて、人選をしました。その理由について、ここで改めて皆さまにご説明させていただきます。ぜひ、お読みください。  ブログ：「適材適所」で新しい自民党を！党役員人事の狙い https://t.co/24gvAeUKRR https://t.co/Np3dUltQ8K https://t.co/qdMtNEwPr4,2908,13430,"Today, I decided to have a new LDP executive personnel. I made a choice based on the point of view of ""suitable place"". About the reason, I will explain here again. Please read it. Blog: New LDP with ""Applicable Location""! Party Executive Human Resources HTTPS://T.co/24GVAEUKRR https://t.co/NP3DULTQ8K HTTPS://T.co/QDMTNEWPR4 "
42,1443740104682442756,2021-10-01 00:50:39+00:00,台風16号は大型で非常に強い勢力のため、伊豆諸島だけでなく、関東や東海、東北などでも暴風や大雨のおそれがあります。これから1日にかけて、最新の情報に注意をお願いします。時間帯によって風や雨の強さが違いますので、最新の台風情報を見て、身の安全を最優先にする行動を取ってください。 https://t.co/RZqzYEG4q8,1244,9157,"Typhoon No. 16 is a large and very strong forces, but not only the Izu Islands, but also in Kanto, Tokai, Tohoku, etc. There is a risk of storms and heavy rain. Please pay attention to the latest information from now on. Because the wind and rain strength is different depending on the time zone, take the latest typhoon information and take action to give priority to your safety. https://t.co/RZQZYEG4Q8 "
43,1443227822324027396,2021-09-29 14:55:01+00:00,帰宅すると、妻の裕子がお好み焼きを作ってくれていました。インスタライブで私が、「妻の作ってくれるお好み焼きが大好きです」と言っていたからです。  いつも最高に美味しいけど、今日は、一生忘れられない美味しさでした。ありがとう。 https://t.co/vsBesywmCG,34763,373225,"When I came home, my wife's Yuko made a liking grilled. I was saying that I said, ""I love you a favorite grilled to make her wife."" It was always the best delicious, but today was the delicious taste that could not be forgotten. thank you. https://t.co/vsbesywmcg "
44,1443160543347425280,2021-09-29 10:27:40+00:00,第27代自民党総裁に就任しました。 総裁選において 河野さん @konotarogomame  高市さん @takaichi_sanae  野田さん @noda_seiko93  と、建設的な政策論争ができたこと、心から感謝申し上げます。 #チーム岸田 の皆さまのご支援、本当にありがとうございました。 今日から新しい自民党がはじまります。 https://t.co/DBxupHOT6E,8102,51508,"I was appointed to the second 7th LDP President. Mr. Kono-san @ konotarogomame high city @ Takaichi_Sanae 93 and a constructive policy controversy, thank you very much. # Team Kishida's support, thank you very much. The new LDP will begin today. https://t.co/dbxuphot6e "
45,1443058328398032897,2021-09-29 03:41:30+00:00,決起大会を終え、いざ決戦の地へ。 #チーム岸田 の皆さんに送り出していただきました。 #自民党総裁選 いよいよ、議員投票・開票です。  国民の信頼を取り戻し、新しい日本を、ともにはじめましょう！  【自民党総裁選】議員投票・開票（2021.9.29） https://t.co/cfF72WGgLp https://t.co/cTWO83a9pK,1106,8474,"After the final meeting, go to the ground of the battle. # Team Kishida sent out. # LDP Presidential is a member vote and vote. Get back to the people's trust and let's start with new Japan! 【LDP Daiguste】 Department of Voting / Announce (2021.9.29) https://t.co/CFF72WGGLP https://t.co/ctwo83a9pk "
46,1443033319566819332,2021-09-29 02:02:08+00:00,本日、#自民党総裁選 投開票日です。立候補表明から1ヶ月。私の全てをかけて、ここまで全力で走ってまいりました。自民党を変える、新しい日本を創る。政治は国民のものとの初心を忘れず、信念を貫いて、これからも戦ってまいります。どうぞよろしくお願い致します。 #チーム岸田 https://t.co/PDdb4NQfXm https://t.co/0QxrB6LAyI,468,3799,"Today, the LDP Presidential Tour of the LDP is the day. One month from the candidate expiration. I applied all my strength and I've been running with all my strength. Change the LDP, create a new Japan. Politics do not forget to begin to begin with the people of the people, and we will fight from now on. Thank you in advance. # Team Kishida https://t.co/PDDB4NQFXM https://t.co/0QXRB6Layi "
47,1442855948926681094,2021-09-28 14:17:19+00:00,#自民党総裁選 はいよいよ明日29日、議員投票・開票が行われます。私の全てをかけて、開票が終わるまで、結果が出るまで闘い続けます。明日12時から、#チーム岸田 の皆さまと心を一つに、決起大会を行います。ライブ配信をぜひご覧ください。 ▶12:00〜 決起大会ライブ配信 https://t.co/3B0fuYdgxb https://t.co/8Vmgn2MdOD https://t.co/UJHhKZKi4X,261,1588,"# The LDP Protection is finally 29th, a member voting and voting will be held. I will continue fighting until the result comes out until the end of the dot. From 12 o'clock tomorrow, the # team Kishida will do a preceding event. Please take a look at live delivery. ▶ 12:00 ~ Demonstration event live delivery https://t.co/3b0fuydgxb https://ttps.co/8vmgn2mdod https://t.co/UJHKZKI4X "
48,1442821325031047178,2021-09-28 11:59:44+00:00,自民党改革に覚悟をもって取り組み、皆さんの声をかたちにできる、信頼ある政治を実現します。そのためにも、衆院選比例73歳定年制を堅持するとともに、党役員の任期上限を設けることで、より地域の現場に近い、多様な人材が活躍できる環境を作ります。 https://t.co/Cf7faWPsFv,230,1710,"We will work with your LDP reform and make a reliable politics that can make your own voice. In order to do so, we will create an environment where diverse human resources can be active more close to the area of the area by maintaining the 73 year-old anniversary. https://t.co/cf7fawpsfv "
49,1442804818435723264,2021-09-28 10:54:09+00:00,コロナウイルスは非常に変異が早く、残念ながらゼロにはできません。当面は季節性インフルエンザ同様、従来の医療体制で対応可能なものにして、通常に近い社会経済活動を一日も早く取り戻すことを目標とします。また、通常の医療提供体制で対応可能となった後も、常に最悪を想定し危機管理を行います。 https://t.co/4nIL7JZsnH,795,3374,"Coronavirus is very mutation fast and unfortunately not zero. As for the time being, as a result of seasonal influenza, we aim to be able to respond to conventional medical systems, and aim to get close social and economic activities as soon as possible. In addition, even after it becomes possible to cope with a regular medical providing system, it always assumes the worst and performs crisis management. https://t.co/4nil7jzsnh "
50,1442788997583933443,2021-09-28 09:51:17+00:00,おっしゃるとおり、給料は景気のバロメーターの一つです。株主や経営者が儲けを独占するのではなく、従業員やその家族にお金を分配して所得を上げることで、家計が潤い消費が生まれ、経済の好循環が始まると考えています。そうした経済社会を作るために、まだ私は議員を辞めるわけにはいきません。 https://t.co/owQGk5CMDI,1242,5144,"As you say, salary is one of the economic barometers. Instead of exclusive use of shareholders and managers, we distribute money to employees and their families and raising income, unbelievable consumption, and we believe that the economic change will begin. In order to make such an economic society, I will not go to quit the legislator. https://t.co/OWQGK5CMDI "
51,1442754912245350405,2021-09-28 07:35:50+00:00,応援ありがとうございます。私には、私のリーダーシップに期待してくれる強力なチーム、仲間がいます。先ずは、公正・透明・開かれた自民党に向けて、自民党改革を断行します。そして長引くコロナ禍で疲弊した国民に寄り添い、経済の立て直しを図り、日本を強くしてまいります。 #チーム岸田 https://t.co/okbqE2fBKl,168,1097,"Thank you for your support. I have a strong team, a strong team that you want to expect to my leadership. First, we will refuse the LDP reform towards the LDP that is fair and transparent and opened. And we will close the people who have been tied with a prolonged Corona, and we will strengthen the economy and strengthen Japan. # Team Kishida https://t.co/okbqe2fbkl "
52,1442732976555524096,2021-09-28 06:08:40+00:00,ご指摘ありがとうございます。私の掲げる自民党改革や経済政策などは、今の時代に必要なものばかりです。そのことを広く国民の皆さまにご理解いただけるよう、伝え方にもさらに磨きをかけてまいります。 https://t.co/bWBUos0Uj9,107,763,"Thank you for your advice. My LDP reforms and economic policies, etc., are only needed for the current period. We will further refine how to communicate so as to understand the people. https://t.co/bwbuos0uj9 "
53,1442654150391521283,2021-09-28 00:55:27+00:00,北朝鮮が先々週につづき、ミサイルを発射しました。このような挑発行為は日本にとっても国際社会にとっても許されない行為です。日本としては万全なミサイル防衛能力とともに、国際社会と共同して毅然と対応していく必要があります。 https://t.co/L9r52nS0ev,383,1995,"North Korea persists last week and launched a missile. Such provocating acts are acts that are not allowed for Japan and international communities. As Japan, it is necessary to cope with the international community together with the international community. https://t.co/L9R52NS0EV "
