id,created_at,text,rt_count,fav_count,english
1444609937301254145,2021-10-03 10:27:03+00:00,".@EmmaRaducanu has shown that by combining hard work, skill and determination, there is no limit to what young people can achieve.  We’re introducing new funding for tennis facilities and improving school sports facilities as part of our plan to level up across the UK. https://t.co/5An5YLcAcd",158,1138,".@EmmaRaducanu has shown that by combining hard work, skill and determination, there is no limit to what young people can achieve.  We’re introducing new funding for tennis facilities and improving school sports facilities as part of our plan to level up across the UK. https://t.co/5An5YLcAcd "
1444603068159516672,2021-10-03 09:59:45+00:00,The right to protest is sacrosanct but there is no right to inflict chaos &amp; misery on people trying to go about their lives.  We stand with the law-abiding majority &amp; will ensure the toughest penalties for criminals who bring major roads to a standstill.  https://t.co/lvxiEVEowX,390,2207,The right to protest is sacrosanct but there is no right to inflict chaos &amp; misery on people trying to go about their lives.  We stand with the law-abiding majority &amp; will ensure the toughest penalties for criminals who bring major roads to a standstill.  https://t.co/lvxiEVEowX 
1444574943094661123,2021-10-03 08:07:59+00:00,"Thanks to the vaccine roll out, we’re the most open economy in Europe, and set to have the fastest growth in the G7.   I’m thrilled that Pfizer will manufacture vaccines in the UK, bringing hundreds of jobs and helping to deliver vaccines to millions of people around the world.",681,5702,"Thanks to the vaccine roll out, we’re the most open economy in Europe, and set to have the fastest growth in the G7.   I’m thrilled that Pfizer will manufacture vaccines in the UK, bringing hundreds of jobs and helping to deliver vaccines to millions of people around the world. "
1444394180852256768,2021-10-02 20:09:42+00:00,"We’re taking action to bust the backlogs by creating 44 new NHS Diagnostic Hubs.  These one stop shops will provide all the scans, tests and procedures that people need. We’re getting on with the job as we invest in the people’s priorities and #BuildBackBetter. https://t.co/7faC2696LW",252,1575,"We’re taking action to bust the backlogs by creating 44 new NHS Diagnostic Hubs.  These one stop shops will provide all the scans, tests and procedures that people need. We’re getting on with the job as we invest in the people’s priorities and #BuildBackBetter. https://t.co/7faC2696LW "
1444389063511916551,2021-10-02 19:49:22+00:00,"The diggers have been whirring into action, transforming this site in Leeds into an incredible new hospital.   We’re getting on with the job of building 48 new hospitals in England, investing in the people’s priorities as we #BuildBackBetter from the pandemic. https://t.co/4ZTwddG1Ms",251,1463,"The diggers have been whirring into action, transforming this site in Leeds into an incredible new hospital.   We’re getting on with the job of building 48 new hospitals in England, investing in the people’s priorities as we #BuildBackBetter from the pandemic. https://t.co/4ZTwddG1Ms "
1444359683930738690,2021-10-02 17:52:38+00:00,We are the party of the NHS.  #BuildBackBetter https://t.co/Y9X1MEKKK5,263,2515,We are the party of the NHS.  #BuildBackBetter https://t.co/Y9X1MEKKK5 
1443892042568974341,2021-10-01 10:54:23+00:00,"THREAD: 1/4 We are fast-approaching a critical moment for our planet and our people, when – in just one month’s time – world leaders will gather in Glasgow for the long-awaited @COP26 climate summit.",264,1187,"THREAD: 1/4 We are fast-approaching a critical moment for our planet and our people, when – in just one month’s time – world leaders will gather in Glasgow for the long-awaited @COP26 climate summit. "
1443880213285412864,2021-10-01 10:07:23+00:00,"I am proud to lead a country celebrated for its dynamism and diversity, where every day Black Britons are making history.   #BlackHistoryMonth #TransformingToday https://t.co/iV6e9gQASf",219,947,"I am proud to lead a country celebrated for its dynamism and diversity, where every day Black Britons are making history.   #BlackHistoryMonth #TransformingToday https://t.co/iV6e9gQASf "
1443653928583929856,2021-09-30 19:08:13+00:00,"Great to address young climate activists at the #Youth4Climate conference alongside PM Mario Draghi.   Young people have the greatest stake in the future of our planet. With their passion and drive, we can make #COP26 the beginning of the end of climate change. https://t.co/6NMcUfGCms",187,841,"Great to address young climate activists at the #Youth4Climate conference alongside PM Mario Draghi.   Young people have the greatest stake in the future of our planet. With their passion and drive, we can make #COP26 the beginning of the end of climate change. https://t.co/6NMcUfGCms "
1443574292994617344,2021-09-30 13:51:46+00:00,"In one month’s time at the @COP26 climate summit in Glasgow we need world leaders to be ambitious and take action.  That means bold commitments on coal, cars, cash and trees to limit temperature increase to 1.5 degrees and set the world on the path to net zero emissions. https://t.co/e9z6agYZnz",191,833,"In one month’s time at the @COP26 climate summit in Glasgow we need world leaders to be ambitious and take action.  That means bold commitments on coal, cars, cash and trees to limit temperature increase to 1.5 degrees and set the world on the path to net zero emissions. https://t.co/e9z6agYZnz "
1443556964995420160,2021-09-30 12:42:55+00:00,1/ There are no words that adequately express the horror of Sarah’s murder. Like the rest of the country I have been sickened by what we have heard over the course of this sentencing and the pain and suffering endured by her family and friends is truly unimaginable.,356,2910,1/ There are no words that adequately express the horror of Sarah’s murder. Like the rest of the country I have been sickened by what we have heard over the course of this sentencing and the pain and suffering endured by her family and friends is truly unimaginable. 
1442904820264804354,2021-09-28 17:31:31+00:00,"Very sorry to hear of the death of Roger Hunt, a legendary goalscorer and member of the magnificent '66 squad who took England to World Cup victory.  My thoughts are with his family, friends and many fans.",169,1890,"Very sorry to hear of the death of Roger Hunt, a legendary goalscorer and member of the magnificent '66 squad who took England to World Cup victory.  My thoughts are with his family, friends and many fans. "
1442895964386197507,2021-09-28 16:56:20+00:00,I'd urge everyone to go about their business in the normal way and fill up only when you really need it. https://t.co/ZIDpq3SnZg,334,1777,I'd urge everyone to go about their business in the normal way and fill up only when you really need it. https://t.co/ZIDpq3SnZg 
1442062761761062920,2021-09-26 09:45:29+00:00,"It’s 75 years since the foundation of the National Blood Transfusion Service, and in that time selfless blood donors have both saved and improved the lives of so many people in their hour of need.  I’d encourage everyone who can to become a blood donor. It really is lifesaving. https://t.co/CqNU3QDemF",205,1098,"It’s 75 years since the foundation of the National Blood Transfusion Service, and in that time selfless blood donors have both saved and improved the lives of so many people in their hour of need.  I’d encourage everyone who can to become a blood donor. It really is lifesaving. https://t.co/CqNU3QDemF "
1442031671910486016,2021-09-26 07:41:56+00:00,No words can adequately do justice to the debt we as a nation owe fallen police officers.   Without their dedication and willingness to run toward danger we simply would not be able to live our lives in safety and security. It’s something we must never take for granted.   #NPMD21,489,4513,No words can adequately do justice to the debt we as a nation owe fallen police officers.   Without their dedication and willingness to run toward danger we simply would not be able to live our lives in safety and security. It’s something we must never take for granted.   #NPMD21 
1441682079532654594,2021-09-25 08:32:47+00:00,We must restore the natural balance of our environment &amp; reverse the loss of trees and biodiversity by 2030.   That's why we're committed to beautifying the landscape and strengthening our protection against flooding by trebling tree-planting rates by the end of this Parliament. https://t.co/lZMmCgY9D2,335,1773,We must restore the natural balance of our environment &amp; reverse the loss of trees and biodiversity by 2030.   That's why we're committed to beautifying the landscape and strengthening our protection against flooding by trebling tree-planting rates by the end of this Parliament. https://t.co/lZMmCgY9D2 
1441477171147460618,2021-09-24 18:58:33+00:00,My thoughts are with the family and friends of Sabina Nessa at this deeply distressing time and I will be thinking of them tonight as people come together to pay their respects.   We will do everything we can to prevent these abhorrent crimes and make our streets safer. https://t.co/Ah6W5lxfUT,301,2459,My thoughts are with the family and friends of Sabina Nessa at this deeply distressing time and I will be thinking of them tonight as people come together to pay their respects.   We will do everything we can to prevent these abhorrent crimes and make our streets safer. https://t.co/Ah6W5lxfUT 
1441298642468442112,2021-09-24 07:09:09+00:00,Grab yourself a mug and support @macmillancancer's Coffee Morning. They're a brilliant charity who do so much to help those living with cancer.  Remember #GiftAid applies to donations made. Get involved here: https://t.co/vM5tqrnsdD   #MacmillanCoffeeMorning https://t.co/lnfuynqFJr,343,2101,Grab yourself a mug and support @macmillancancer's Coffee Morning. They're a brilliant charity who do so much to help those living with cancer.  Remember #GiftAid applies to donations made. Get involved here: https://t.co/vM5tqrnsdD   #MacmillanCoffeeMorning https://t.co/lnfuynqFJr 
1440949185612861441,2021-09-23 08:00:32+00:00,"A green economy does not have to be a poor economy.  As we approach @COP26 we have a chance to save ourselves from the threat of climate change, and also to make investments that will create more jobs, growth and opportunities in the future.  #UNGA https://t.co/f3YSQoPQey",301,1476,"A green economy does not have to be a poor economy.  As we approach @COP26 we have a chance to save ourselves from the threat of climate change, and also to make investments that will create more jobs, growth and opportunities in the future.  #UNGA https://t.co/f3YSQoPQey "
1440925398636941312,2021-09-23 06:26:00+00:00,"We are approaching that critical turning point when we must show that we are capable of finally taking responsibility for the destruction we are inflicting on our planet, and ourselves.  Read my speech at the @UN General Assembly → https://t.co/MbbSpW4ciP   @COP26 | #UNGA https://t.co/OforIepvzy",465,2296,"We are approaching that critical turning point when we must show that we are capable of finally taking responsibility for the destruction we are inflicting on our planet, and ourselves.  Read my speech at the @UN General Assembly → https://t.co/MbbSpW4ciP   @COP26 | #UNGA https://t.co/OforIepvzy "
1440776416459591680,2021-09-22 20:34:00+00:00,The UK and the US have fought bravely together to defend our people and our values.  We are forever grateful to those who made the ultimate sacrifice to keep us safe and protect our way of life.   https://t.co/z7MO3aJ50O,385,3469,The UK and the US have fought bravely together to defend our people and our values.  We are forever grateful to those who made the ultimate sacrifice to keep us safe and protect our way of life.   https://t.co/z7MO3aJ50O 
1440763207006625800,2021-09-22 19:41:31+00:00,The relationship between the UK and the US is vital to confronting the great challenges of the 21st century.  Working with @POTUS we will advance our shared vision of a greener global economy and preserving freedom and democracy around the world.    https://t.co/6vC0Sge9r7,225,1428,The relationship between the UK and the US is vital to confronting the great challenges of the 21st century.  Working with @POTUS we will advance our shared vision of a greener global economy and preserving freedom and democracy around the world.    https://t.co/6vC0Sge9r7 
1440749116062007305,2021-09-22 18:45:31+00:00,Great to catch up with @ScottMorrisonMP in Washington DC.   The UK and Australia are natural allies and we will continue to work together to defend our values and improve the prosperity of our people.   https://t.co/UfpijWN4Zm,280,2334,Great to catch up with @ScottMorrisonMP in Washington DC.   The UK and Australia are natural allies and we will continue to work together to defend our values and improve the prosperity of our people.   https://t.co/UfpijWN4Zm 
1440743119415222279,2021-09-22 18:21:42+00:00,Thank you for the warm welcome @SpeakerPelosi! https://t.co/H1GGww5atb,134,1179,Thank you for the warm welcome @SpeakerPelosi! https://t.co/H1GGww5atb 
1440694489564155911,2021-09-22 15:08:27+00:00,"It’s fantastic to see Londoners flocking to the new Northern line extension.  As mayor I saw the diggers whir into action, shifting thousands of tonnes of earth to turn an iconic industrial area into a dynamic place to live and work.   https://t.co/izfSycV8mp",121,974,"It’s fantastic to see Londoners flocking to the new Northern line extension.  As mayor I saw the diggers whir into action, shifting thousands of tonnes of earth to turn an iconic industrial area into a dynamic place to live and work.   https://t.co/izfSycV8mp "
1440625098214371330,2021-09-22 10:32:43+00:00,"The UK-US partnership is vital as we face the challenges of the future.  @POTUS and I will continue to work together to #BuildBackBetter from the pandemic, tackle climate change and strengthen our security partnership.   https://t.co/91MUMNixcM",229,1510,"The UK-US partnership is vital as we face the challenges of the future.  @POTUS and I will continue to work together to #BuildBackBetter from the pandemic, tackle climate change and strengthen our security partnership.   https://t.co/91MUMNixcM "
1440445276804681729,2021-09-21 22:38:10+00:00,The UK and US are staunch allies and the closest of partners.  We will stand side-by-side to protect our people and defend our values around the world.   https://t.co/XeRm5KXAhs,859,7723,The UK and US are staunch allies and the closest of partners.  We will stand side-by-side to protect our people and defend our values around the world.   https://t.co/XeRm5KXAhs 
1440419076975706114,2021-09-21 20:54:04+00:00,A pleasure to meet @VP Kamala Harris.  The partnership between our two countries is absolutely vital as we #BuildBackBetter from the pandemic.    https://t.co/YiSoDeaYFt,306,2381,A pleasure to meet @VP Kamala Harris.  The partnership between our two countries is absolutely vital as we #BuildBackBetter from the pandemic.    https://t.co/YiSoDeaYFt 
1440385068464160768,2021-09-21 18:38:56+00:00,Congratulations @JustinTrudeau on your re-election. The UK and Canada are great friends and partners and I look forward to us working closely together in the years ahead.  ,496,3857,Congratulations @JustinTrudeau on your re-election. The UK and Canada are great friends and partners and I look forward to us working closely together in the years ahead. 
1440375951603298305,2021-09-21 18:02:42+00:00,On the way to the @WhiteHouse!   https://t.co/vLEUNX2EX5,480,5066,On the way to the @WhiteHouse!   https://t.co/vLEUNX2EX5 
1440338339576508428,2021-09-21 15:33:15+00:00,Fantastic that @POTUS has confirmed the United States will double the cash it spends to help vulnerable countries tackle climate change.  The UK and the US are leading the fight to protect our planet – this is exactly the momentum we need ahead of @COP26.,314,2000,Fantastic that @POTUS has confirmed the United States will double the cash it spends to help vulnerable countries tackle climate change.  The UK and the US are leading the fight to protect our planet – this is exactly the momentum we need ahead of @COP26. 
1440264074428702723,2021-09-21 10:38:08+00:00,Future generations will judge us on our actions in the coming months.  We must not fail them.  @COP26 | #UNGA https://t.co/3qpMdEVwrj,306,1611,Future generations will judge us on our actions in the coming months.  We must not fail them.  @COP26 | #UNGA https://t.co/3qpMdEVwrj 
1439982576417005573,2021-09-20 15:59:34+00:00,Rich nations have reaped the benefits of pollution for generations. We have a duty to help ​​developing countries grow their economies in a green and sustainable way.  I’m calling on leaders to meet our $100bn pledge to the world’s poorest.  #UNGA https://t.co/so6MVMcJip,333,1796,Rich nations have reaped the benefits of pollution for generations. We have a duty to help ​​developing countries grow their economies in a green and sustainable way.  I’m calling on leaders to meet our $100bn pledge to the world’s poorest.  #UNGA https://t.co/so6MVMcJip 
1439970018477891585,2021-09-20 15:09:40+00:00,"I am delighted that from November, @POTUS is reinstating transatlantic travel so fully vaccinated UK nationals can visit the USA.  It’s a fantastic boost for business and trade, and great that family and friends on both sides of the pond can be reunited once again.   https://t.co/qbVccvEdrm",1312,8100,"I am delighted that from November, @POTUS is reinstating transatlantic travel so fully vaccinated UK nationals can visit the USA.  It’s a fantastic boost for business and trade, and great that family and friends on both sides of the pond can be reunited once again.   https://t.co/qbVccvEdrm "
1439706594888007683,2021-09-19 21:42:55+00:00,This week at #UNGA I will be making the case that a global recovery from the pandemic must be rooted in green growth.  We only have a short time left. World leaders must deliver on their climate commitments ahead of @COP26.  #BuildBackBetter,342,1849,This week at #UNGA I will be making the case that a global recovery from the pandemic must be rooted in green growth.  We only have a short time left. World leaders must deliver on their climate commitments ahead of @COP26.  #BuildBackBetter 
1439693329281818631,2021-09-19 20:50:12+00:00,"It was an honour to present the Groundbreaking Discovery #WhoCaresWins award to the brilliant Oxford vaccine team.  Faced with the greatest challenge of our times, these incredible scientists helped us carry out one of the most successful vaccination programmes in the world. https://t.co/PaReem6wWS",191,1182,"It was an honour to present the Groundbreaking Discovery #WhoCaresWins award to the brilliant Oxford vaccine team.  Faced with the greatest challenge of our times, these incredible scientists helped us carry out one of the most successful vaccination programmes in the world. https://t.co/PaReem6wWS "
1439630463988125700,2021-09-19 16:40:24+00:00,"Our heroic NHS staff have done an incredible job throughout the pandemic.  @TheSun’s #WhoCaresWins awards are a great way to thank the extraordinary men and women of our NHS, who have worked tirelessly providing care and saving lives. https://t.co/PRkgfRF1me",219,1284,"Our heroic NHS staff have done an incredible job throughout the pandemic.  @TheSun’s #WhoCaresWins awards are a great way to thank the extraordinary men and women of our NHS, who have worked tirelessly providing care and saving lives. https://t.co/PRkgfRF1me "
1439546304233934858,2021-09-19 11:05:59+00:00,"Sad to hear the news about Jimmy Greaves.  He will be remembered as a goalscoring legend and one of the greats of English football.  My thoughts are with his family, friends and fans. https://t.co/htaB2StYYR",211,2513,"Sad to hear the news about Jimmy Greaves.  He will be remembered as a goalscoring legend and one of the greats of English football.  My thoughts are with his family, friends and fans. https://t.co/htaB2StYYR "
1439534497788317699,2021-09-19 10:19:04+00:00,There are just two weeks to go until Conservative Party Conference.   Join me as we set out how we will continue to rebuild from the pandemic and deliver on the people's priorities.   Follow @Conservatives throughout #CPC21 to find out how we’re going to #BuildBackBetter. https://t.co/MvKV8OCJJu,249,1454,There are just two weeks to go until Conservative Party Conference.   Join me as we set out how we will continue to rebuild from the pandemic and deliver on the people's priorities.   Follow @Conservatives throughout #CPC21 to find out how we’re going to #BuildBackBetter. https://t.co/MvKV8OCJJu 
1439225433388617728,2021-09-18 13:50:57+00:00,"The Great Big Green Week encourages communities across the country to celebrate nature and take action against climate change.   Both in your community, and globally at @COP26, we want to see ambitious and bold action against climate change to preserve and protect our planet. https://t.co/ZVN8Ab5ih5",236,1034,"The Great Big Green Week encourages communities across the country to celebrate nature and take action against climate change.   Both in your community, and globally at @COP26, we want to see ambitious and bold action against climate change to preserve and protect our planet. https://t.co/ZVN8Ab5ih5 "
1439148062669148165,2021-09-18 08:43:30+00:00,"Fantastic to go back to Hillingdon Hospital for an update on the redevelopment plans, and to meet the incredible and hard-working NHS staff.  We’re delivering on our commitment to build 40 new hospitals by 2030, ensuring our brilliant NHS can give patients the best possible care. https://t.co/sSmYaxJIIx",281,2335,"Fantastic to go back to Hillingdon Hospital for an update on the redevelopment plans, and to meet the incredible and hard-working NHS staff.  We’re delivering on our commitment to build 40 new hospitals by 2030, ensuring our brilliant NHS can give patients the best possible care. https://t.co/sSmYaxJIIx "
1438953817308078084,2021-09-17 19:51:39+00:00,"Fantastic to welcome @MinPres Mark Rutte to Downing Street today and reaffirm the longstanding partnership between the UK and the Netherlands as #NorthSeaNeighbours, NATO allies and firm friends.   Hartelijk dank voor je bezoek, Mark!   https://t.co/kXSHNOLO3k",307,2303,"Fantastic to welcome @MinPres Mark Rutte to Downing Street today and reaffirm the longstanding partnership between the UK and the Netherlands as #NorthSeaNeighbours, NATO allies and firm friends.   Hartelijk dank voor je bezoek, Mark!   https://t.co/kXSHNOLO3k "
1438910777117880324,2021-09-17 17:00:37+00:00,This Cabinet and this government is getting on with delivering for the people of this country  https://t.co/xJYHmswPin,550,3648,This Cabinet and this government is getting on with delivering for the people of this country  https://t.co/xJYHmswPin 
1438794103324651520,2021-09-17 09:17:00+00:00,"British businesses are the driving force behind our economy; creating jobs, supporting skills and generating new ideas.   I’d like to encourage British businesses to apply for the prestigious Queen’s Award for Enterprise, which recognise their outstanding achievements. https://t.co/SVAq2cisKl",176,879,"British businesses are the driving force behind our economy; creating jobs, supporting skills and generating new ideas.   I’d like to encourage British businesses to apply for the prestigious Queen’s Award for Enterprise, which recognise their outstanding achievements. https://t.co/SVAq2cisKl "
1438557120740401158,2021-09-16 17:35:19+00:00,"The UK and the UAE share a long and rich history, but His Highness @MohamedBinZayed and I are focused on the future.  Our two countries are working together to harness the technologies of the future to address climate change and deliver prosperity for our people.   https://t.co/dRUjsXlnJQ",456,2056,"The UK and the UAE share a long and rich history, but His Highness @MohamedBinZayed and I are focused on the future.  Our two countries are working together to harness the technologies of the future to address climate change and deliver prosperity for our people.   https://t.co/dRUjsXlnJQ "
1438419702733316096,2021-09-16 08:29:16+00:00,"The UK, Australia and the USA are forming a new trilateral defence partnership that will preserve security and stability around the world.  It will also create hundreds of high-skilled jobs across the country, driving forward our levelling up agenda.  #AUKUS https://t.co/W1MibdaBDc",518,3240,"The UK, Australia and the USA are forming a new trilateral defence partnership that will preserve security and stability around the world.  It will also create hundreds of high-skilled jobs across the country, driving forward our levelling up agenda.  #AUKUS https://t.co/W1MibdaBDc "
1438216185619832838,2021-09-15 19:00:34+00:00,The Cabinet I have appointed today will work tirelessly to unite and level up the whole country.   We will build back better from the pandemic and deliver on your priorities.   Now let’s get on with the job.,658,5696,The Cabinet I have appointed today will work tirelessly to unite and level up the whole country.   We will build back better from the pandemic and deliver on your priorities.   Now let’s get on with the job. 
1437829831568371719,2021-09-14 17:25:20+00:00,"1/ The pandemic is far from over, but thanks to our phenomenal vaccine programme, new treatments and testing, we are able to live with the virus without significant restrictions on our freedoms.  Our autumn and winter plan sets out how we will manage COVID-19.",354,2392,"1/ The pandemic is far from over, but thanks to our phenomenal vaccine programme, new treatments and testing, we are able to live with the virus without significant restrictions on our freedoms.  Our autumn and winter plan sets out how we will manage COVID-19. "
