,id,created_at,text,rt_count,fav_count,english,cleaned_text,zeroshot_sentiment,vader_sentiment,blob_sentiment
10,1445675202709495808,2021-10-06 09:00:02+00:00,Taking action.  Making the tough decisions.  And getting on with the job.  This is how we will #BuildBackBetter from the pandemic.   Watch my speech to #CPC21 live at 11:30AM. https://t.co/B1EsK7bAbF,270,1467,Taking action.  Making the tough decisions.  And getting on with the job.  This is how we will #BuildBackBetter from the pandemic.   Watch my speech to #CPC21 live at 11:30AM. https://t.co/B1EsK7bAbF ,take action make tough decision get job pandemic watch speech live,NEUTRAL,NEGATIVE,NEGATIVE
11,1445332865756155911,2021-10-05 10:19:42+00:00,We are the party of law and order.  #BuildBackBetter https://t.co/rp7Oqtejel,419,3587,We are the party of law and order.  #BuildBackBetter https://t.co/rp7Oqtejel ,party law order,NEGATIVE,POSITIVE,NEUTRAL
12,1445312711898902530,2021-10-05 08:59:37+00:00,"Hugely welcome news that this new treatment for sickle cell disease – the first in 20 years – is now available on the NHS, saving and improving the lives of thousands of patients in England who suffer from this disease.  https://t.co/Ih02xmK2dh",169,928,"Hugely welcome news that this new treatment for sickle cell disease – the first in 20 years – is now available on the NHS, saving and improving the lives of thousands of patients in England who suffer from this disease.  https://t.co/Ih02xmK2dh ",hugely welcome news new treatment sickle cell disease first year available nhs save improve life thousand patient england suffer disease,POSITIVE,POSITIVE,POSITIVE
13,1445270828204105733,2021-10-05 06:13:11+00:00,#BuildBackBetter https://t.co/tHVxnHbdDE,1350,8905,#BuildbackBetter https://t.co/thvxnhbdde ,,UNABLE_TO_PROCESS,NEUTRAL,NEUTRAL
14,1445104926431006722,2021-10-04 19:13:57+00:00,#BuildBackBetter https://t.co/KhYrVAxWxC,2634,13848,#BuildbackBetter https://t.co/khyrvaxwxc ,,UNABLE_TO_PROCESS,NEUTRAL,NEUTRAL
15,1445015687903293440,2021-10-04 13:19:21+00:00,"We’re getting on with the job of building back better from this pandemic: a stronger economy where everyone is empowered to reach their full potential.    Our Plan for Jobs is working, and we’re expanding with a £500m package to help people back into work.    #BuildBackBetter https://t.co/6HAoYGI7dC",205,1006,"We’re getting on with the job of building back better from this pandemic: a stronger economy where everyone is empowered to reach their full potential.    Our Plan for Jobs is working, and we’re expanding with a £500m package to help people back into work.    #BuildBackBetter https://t.co/6HAoYGI7dC ",get job building back well pandemic strong economy everyone empower reach full potential plan job work expand m package help people back work,POSITIVE,POSITIVE,POSITIVE
16,1444976480719605761,2021-10-04 10:43:34+00:00,We are the party of opportunity.  #BuildBackBetter https://t.co/TVJ8PAuSTc,221,1829,We are the party of opportunity.  #BuildBackBetter https://t.co/TVJ8PAuSTc ,party opportunity,POSITIVE,POSITIVE,NEUTRAL
17,1444970923824648197,2021-10-04 10:21:29+00:00,"I am very saddened to learn of the death of Major General Matt Holmes. My thoughts are with Matt's family and friends at this difficult time, as well as the Royal Marines and Royal Navy who I know will feel this loss keenly.",198,1908,"I am very saddened to learn of the death of Major General Matt Holmes. My thoughts are with Matt's family and friends at this difficult time, as well as the Royal Marines and Royal Navy who I know will feel this loss keenly. ",sadden learn death major general matt holmes thoughts matts family friend difficult time well royal marine royal navy know feel loss keenly,NEGATIVE,NEGATIVE,NEGATIVE
18,1444956053330931713,2021-10-04 09:22:23+00:00,Congratulations to Fumio Kishida @kishida230 on being sworn in as Prime Minister of Japan.  Japan is one of our closest strategic partners and I look forward to working closely together on our shared priorities; from climate change to defence and boosting trade.  ,497,2884,Congratulations to Fumio Kishida @kishida230 on being sworn in as Prime Minister of Japan.  Japan is one of our closest strategic partners and I look forward to working closely together on our shared priorities; from climate change to defence and boosting trade. ,congratulation fumio kishida swear prime minister japan japan one close strategic partner look forward work closely together share priority climate change defence boost trade,POSITIVE,POSITIVE,NEUTRAL
19,1444749526493978625,2021-10-03 19:41:43+00:00,The @HideOut_YZ does a fantastic job of providing a safe and inspiring environment for young people in Manchester.  We’re putting children and young people at the heart of our plans to #BuildBackBetter. https://t.co/MwGCaxWpSO,157,862,The @HideOut_YZ does a fantastic job of providing a safe and inspiring environment for young people in Manchester.  We’re putting children and young people at the heart of our plans to #BuildBackBetter. https://t.co/MwGCaxWpSO ,fantastic job provide safe inspiring environment young people manchester put child young people heart plan,POSITIVE,POSITIVE,POSITIVE
20,1444729099738550277,2021-10-03 18:20:33+00:00,#BuildBackBetter https://t.co/UV73W81cmk,1190,8149,#BuildbackBetter https://t.co/uv73w81cmk ,,UNABLE_TO_PROCESS,NEUTRAL,NEUTRAL
21,1444715831653543945,2021-10-03 17:27:50+00:00,"I met some incredible young people at the HideOut Youth Zone in Manchester today, which does a fantastic job of providing a safe and inspiring environment.  We’re boosting volunteering projects and putting children and young people at the heart of our plans to #BuildBackBetter. https://t.co/2pXHAbqSCF",214,1551,"I met some incredible young people at the HideOut Youth Zone in Manchester today, which does a fantastic job of providing a safe and inspiring environment.  We’re boosting volunteering projects and putting children and young people at the heart of our plans to #BuildBackBetter. https://t.co/2pXHAbqSCF ",meet incredible young people hideout youth zone manchester today fantastic job provide safe inspiring environment boost volunteering project put child young people heart plan,POSITIVE,POSITIVE,POSITIVE
22,1444678486464077827,2021-10-03 14:59:26+00:00,"We’re taking action on illegitimate protestors who are unfairly blocking motorways and disrupting people’s lives.  We’re giving the police the measures to stop them, with protesters facing six months in jail, or unlimited fines. https://t.co/5haKhPBFm2",555,2887,"We’re taking action on illegitimate protestors who are unfairly blocking motorways and disrupting people’s lives.  We’re giving the police the measures to stop them, with protesters facing six months in jail, or unlimited fines. https://t.co/5haKhPBFm2 ",take action illegitimate protestor unfairly block motorway disrupt people live give police measure stop protester face six month jail unlimited fine,NEGATIVE,NEGATIVE,POSITIVE
23,1444625008177864708,2021-10-03 11:26:56+00:00,We are levelling up across the UK.  #BuildBackBetter https://t.co/cUtIwN4DOz,211,1602,We are levelling up across the UK.  #BuildBackBetter https://t.co/cUtIwN4DOz ,level across uk,NEUTRAL,NEUTRAL,NEUTRAL
24,1444609937301254145,2021-10-03 10:27:03+00:00,".@EmmaRaducanu has shown that by combining hard work, skill and determination, there is no limit to what young people can achieve.  We’re introducing new funding for tennis facilities and improving school sports facilities as part of our plan to level up across the UK. https://t.co/5An5YLcAcd",158,1138,".@EmmaRaducanu has shown that by combining hard work, skill and determination, there is no limit to what young people can achieve.  We’re introducing new funding for tennis facilities and improving school sports facilities as part of our plan to level up across the UK. https://t.co/5An5YLcAcd ",show combine hard work skill determination no limit young people achieve introduce new funding tennis facility improve school sport facility part plan level across uk,POSITIVE,POSITIVE,NEGATIVE
25,1444603068159516672,2021-10-03 09:59:45+00:00,The right to protest is sacrosanct but there is no right to inflict chaos &amp; misery on people trying to go about their lives.  We stand with the law-abiding majority &amp; will ensure the toughest penalties for criminals who bring major roads to a standstill.  https://t.co/lvxiEVEowX,390,2207,The right to protest is sacrosanct but there is no right to inflict chaos &amp; misery on people trying to go about their lives.  We stand with the law-abiding majority &amp; will ensure the toughest penalties for criminals who bring major roads to a standstill.  https://t.co/lvxiEVEowX ,right protest sacrosanct no right inflict chaos misery people try go life stand law abide majority ensure tough penalty criminal bring major road standstill,NEGATIVE,NEGATIVE,NEGATIVE
26,1444574943094661123,2021-10-03 08:07:59+00:00,"Thanks to the vaccine roll out, we’re the most open economy in Europe, and set to have the fastest growth in the G7.   I’m thrilled that Pfizer will manufacture vaccines in the UK, bringing hundreds of jobs and helping to deliver vaccines to millions of people around the world.",681,5702,"Thanks to the vaccine roll out, we’re the most open economy in Europe, and set to have the fastest growth in the G7.   I’m thrilled that Pfizer will manufacture vaccines in the UK, bringing hundreds of jobs and helping to deliver vaccines to millions of people around the world. ",thank vaccine roll open economy europe set fast growth thrilled pfizer manufacture vaccine uk bring hundred job help deliver vaccine million people around world,POSITIVE,POSITIVE,POSITIVE
27,1444394180852256768,2021-10-02 20:09:42+00:00,"We’re taking action to bust the backlogs by creating 44 new NHS Diagnostic Hubs.  These one stop shops will provide all the scans, tests and procedures that people need. We’re getting on with the job as we invest in the people’s priorities and #BuildBackBetter. https://t.co/7faC2696LW",252,1575,"We’re taking action to bust the backlogs by creating 44 new NHS Diagnostic Hubs.  These one stop shops will provide all the scans, tests and procedures that people need. We’re getting on with the job as we invest in the people’s priorities and #BuildBackBetter. https://t.co/7faC2696LW ",take action bust backlog create new nhs diagnostic hubs one stop shop provide scan test procedure people need get job invest people priority,POSITIVE,NEUTRAL,POSITIVE
28,1444389063511916551,2021-10-02 19:49:22+00:00,"The diggers have been whirring into action, transforming this site in Leeds into an incredible new hospital.   We’re getting on with the job of building 48 new hospitals in England, investing in the people’s priorities as we #BuildBackBetter from the pandemic. https://t.co/4ZTwddG1Ms",251,1463,"The diggers have been whirring into action, transforming this site in Leeds into an incredible new hospital.   We’re getting on with the job of building 48 new hospitals in England, investing in the people’s priorities as we #BuildBackBetter from the pandemic. https://t.co/4ZTwddG1Ms ",digger whir action transform site leed incredible new hospital get job build new hospital england invest people priority pandemic,POSITIVE,NEUTRAL,POSITIVE
29,1444359683930738690,2021-10-02 17:52:38+00:00,We are the party of the NHS.  #BuildBackBetter https://t.co/Y9X1MEKKK5,263,2515,We are the party of the NHS.  #BuildBackBetter https://t.co/Y9X1MEKKK5 ,party nhs,POSITIVE,POSITIVE,NEUTRAL
30,1443892042568974341,2021-10-01 10:54:23+00:00,"THREAD: 1/4 We are fast-approaching a critical moment for our planet and our people, when – in just one month’s time – world leaders will gather in Glasgow for the long-awaited @COP26 climate summit.",264,1187,"THREAD: 1/4 We are fast-approaching a critical moment for our planet and our people, when – in just one month’s time – world leaders will gather in Glasgow for the long-awaited @COP26 climate summit. ",thread fast approach critical moment planet people one month time world leader gather glasgow long await climate summit,NEGATIVE,NEGATIVE,POSITIVE
31,1443880213285412864,2021-10-01 10:07:23+00:00,"I am proud to lead a country celebrated for its dynamism and diversity, where every day Black Britons are making history.   #BlackHistoryMonth #TransformingToday https://t.co/iV6e9gQASf",219,947,"I am proud to lead a country celebrated for its dynamism and diversity, where every day Black Britons are making history.   #BlackHistoryMonth #TransformingToday https://t.co/iV6e9gQASf ",proud lead country celebrate dynamism diversity every day black briton make history,POSITIVE,POSITIVE,POSITIVE
32,1443653928583929856,2021-09-30 19:08:13+00:00,"Great to address young climate activists at the #Youth4Climate conference alongside PM Mario Draghi.   Young people have the greatest stake in the future of our planet. With their passion and drive, we can make #COP26 the beginning of the end of climate change. https://t.co/6NMcUfGCms",187,841,"Great to address young climate activists at the #Youth4Climate conference alongside PM Mario Draghi.   Young people have the greatest stake in the future of our planet. With their passion and drive, we can make #COP26 the beginning of the end of climate change. https://t.co/6NMcUfGCms ",great address young climate activist conference alongside pm mario draghi young people great stake future planet passion drive make begin end climate change,POSITIVE,POSITIVE,POSITIVE
33,1443574292994617344,2021-09-30 13:51:46+00:00,"In one month’s time at the @COP26 climate summit in Glasgow we need world leaders to be ambitious and take action.  That means bold commitments on coal, cars, cash and trees to limit temperature increase to 1.5 degrees and set the world on the path to net zero emissions. https://t.co/e9z6agYZnz",191,833,"In one month’s time at the @COP26 climate summit in Glasgow we need world leaders to be ambitious and take action.  That means bold commitments on coal, cars, cash and trees to limit temperature increase to 1.5 degrees and set the world on the path to net zero emissions. https://t.co/e9z6agYZnz ",one month time climate summit glasgow need world leader ambitious take action mean bold commitment coal car cash tree limit temperature increase degree set world path net zero emission,NEGATIVE,POSITIVE,POSITIVE
34,1443556964995420160,2021-09-30 12:42:55+00:00,1/ There are no words that adequately express the horror of Sarah’s murder. Like the rest of the country I have been sickened by what we have heard over the course of this sentencing and the pain and suffering endured by her family and friends is truly unimaginable.,356,2910,1/ There are no words that adequately express the horror of Sarah’s murder. Like the rest of the country I have been sickened by what we have heard over the course of this sentencing and the pain and suffering endured by her family and friends is truly unimaginable. ,no word adequately express horror sarah murder like rest country sicken hear course sentence pain suffering endure family friend truly unimaginable,NEGATIVE,NEGATIVE,POSITIVE
35,1442904820264804354,2021-09-28 17:31:31+00:00,"Very sorry to hear of the death of Roger Hunt, a legendary goalscorer and member of the magnificent '66 squad who took England to World Cup victory.  My thoughts are with his family, friends and many fans.",169,1890,"Very sorry to hear of the death of Roger Hunt, a legendary goalscorer and member of the magnificent '66 squad who took England to World Cup victory.  My thoughts are with his family, friends and many fans. ",sorry hear death roger hunt legendary goalscorer member magnificent squad take england world cup victory thought family friend many fan,NEGATIVE,POSITIVE,POSITIVE
36,1442895964386197507,2021-09-28 16:56:20+00:00,I'd urge everyone to go about their business in the normal way and fill up only when you really need it. https://t.co/ZIDpq3SnZg,334,1777,I'd urge everyone to go about their business in the normal way and fill up only when you really need it. https://t.co/ZIDpq3SnZg ,i d urge everyone go business normal way fill really need,POSITIVE,NEUTRAL,POSITIVE
37,1442062761761062920,2021-09-26 09:45:29+00:00,"It’s 75 years since the foundation of the National Blood Transfusion Service, and in that time selfless blood donors have both saved and improved the lives of so many people in their hour of need.  I’d encourage everyone who can to become a blood donor. It really is lifesaving. https://t.co/CqNU3QDemF",205,1098,"It’s 75 years since the foundation of the National Blood Transfusion Service, and in that time selfless blood donors have both saved and improved the lives of so many people in their hour of need.  I’d encourage everyone who can to become a blood donor. It really is lifesaving. https://t.co/CqNU3QDemF ",year since foundation national blood transfusion service time selfless blood donor save improved live many people hour need encourage everyone become blood donor really lifesave,POSITIVE,POSITIVE,POSITIVE
38,1442031671910486016,2021-09-26 07:41:56+00:00,No words can adequately do justice to the debt we as a nation owe fallen police officers.   Without their dedication and willingness to run toward danger we simply would not be able to live our lives in safety and security. It’s something we must never take for granted.   #NPMD21,489,4513,No words can adequately do justice to the debt we as a nation owe fallen police officers.   Without their dedication and willingness to run toward danger we simply would not be able to live our lives in safety and security. It’s something we must never take for granted.   #NPMD21 ,no word adequately justice debt nation owe fall police officer without dedication willingness run toward danger simply would not able live life safety security something must never take grant,NEGATIVE,NEGATIVE,POSITIVE
39,1441682079532654594,2021-09-25 08:32:47+00:00,We must restore the natural balance of our environment &amp; reverse the loss of trees and biodiversity by 2030.   That's why we're committed to beautifying the landscape and strengthening our protection against flooding by trebling tree-planting rates by the end of this Parliament. https://t.co/lZMmCgY9D2,335,1773,We must restore the natural balance of our environment &amp; reverse the loss of trees and biodiversity by 2030.   That's why we're committed to beautifying the landscape and strengthening our protection against flooding by trebling tree-planting rates by the end of this Parliament. https://t.co/lZMmCgY9D2 ,must restore natural balance environment reverse loss tree biodiversity that s commit beautify landscape strengthen protection flooding treble tree planting rate end parliament,POSITIVE,POSITIVE,POSITIVE
40,1441477171147460618,2021-09-24 18:58:33+00:00,My thoughts are with the family and friends of Sabina Nessa at this deeply distressing time and I will be thinking of them tonight as people come together to pay their respects.   We will do everything we can to prevent these abhorrent crimes and make our streets safer. https://t.co/Ah6W5lxfUT,301,2459,My thoughts are with the family and friends of Sabina Nessa at this deeply distressing time and I will be thinking of them tonight as people come together to pay their respects.   We will do everything we can to prevent these abhorrent crimes and make our streets safer. https://t.co/Ah6W5lxfUT ,thought family friend sabina nessa deeply distress time think tonight people come together pay respect everything prevent abhorrent crime make street safe,NEGATIVE,NEGATIVE,NEGATIVE
41,1441298642468442112,2021-09-24 07:09:09+00:00,Grab yourself a mug and support @macmillancancer's Coffee Morning. They're a brilliant charity who do so much to help those living with cancer.  Remember #GiftAid applies to donations made. Get involved here: https://t.co/vM5tqrnsdD   #MacmillanCoffeeMorning https://t.co/lnfuynqFJr,343,2101,Grab yourself a mug and support @macmillancancer's Coffee Morning. They're a brilliant charity who do so much to help those living with cancer.  Remember #GiftAid applies to donations made. Get involved here: https://t.co/vM5tqrnsdD   #MacmillanCoffeeMorning https://t.co/lnfuynqFJr ,grab mug support coffee morning they re brilliant charity much help live cancer remember apply donation make get involve,POSITIVE,POSITIVE,POSITIVE
42,1440949185612861441,2021-09-23 08:00:32+00:00,"A green economy does not have to be a poor economy.  As we approach @COP26 we have a chance to save ourselves from the threat of climate change, and also to make investments that will create more jobs, growth and opportunities in the future.  #UNGA https://t.co/f3YSQoPQey",301,1476,"A green economy does not have to be a poor economy.  As we approach @COP26 we have a chance to save ourselves from the threat of climate change, and also to make investments that will create more jobs, growth and opportunities in the future.  #UNGA https://t.co/f3YSQoPQey ",green economy not poor economy approach chance save threat climate change also make investment create job growth opportunity future,POSITIVE,POSITIVE,NEUTRAL
43,1440925398636941312,2021-09-23 06:26:00+00:00,"We are approaching that critical turning point when we must show that we are capable of finally taking responsibility for the destruction we are inflicting on our planet, and ourselves.  Read my speech at the @UN General Assembly → https://t.co/MbbSpW4ciP   @COP26 | #UNGA https://t.co/OforIepvzy",465,2296,"We are approaching that critical turning point when we must show that we are capable of finally taking responsibility for the destruction we are inflicting on our planet, and ourselves.  Read my speech at the @UN General Assembly → https://t.co/MbbSpW4ciP   @COP26 | #UNGA https://t.co/OforIepvzy ",approach critical turning point must show capable finally take responsibility destruction inflict planet read speech general assembly,NEGATIVE,NEGATIVE,POSITIVE
44,1440776416459591680,2021-09-22 20:34:00+00:00,The UK and the US have fought bravely together to defend our people and our values.  We are forever grateful to those who made the ultimate sacrifice to keep us safe and protect our way of life.   https://t.co/z7MO3aJ50O,385,3469,The UK and the US have fought bravely together to defend our people and our values.  We are forever grateful to those who made the ultimate sacrifice to keep us safe and protect our way of life.   https://t.co/z7MO3aJ50O ,uk us fight bravely together defend people value forever grateful make ultimate sacrifice keep we safe protect way life,POSITIVE,POSITIVE,POSITIVE
45,1440763207006625800,2021-09-22 19:41:31+00:00,The relationship between the UK and the US is vital to confronting the great challenges of the 21st century.  Working with @POTUS we will advance our shared vision of a greener global economy and preserving freedom and democracy around the world.    https://t.co/6vC0Sge9r7,225,1428,The relationship between the UK and the US is vital to confronting the great challenges of the 21st century.  Working with @POTUS we will advance our shared vision of a greener global economy and preserving freedom and democracy around the world.    https://t.co/6vC0Sge9r7 ,relationship uk us vital confront great challenge century work advance share vision greener global economy preserve freedom democracy around world,POSITIVE,POSITIVE,POSITIVE
46,1440749116062007305,2021-09-22 18:45:31+00:00,Great to catch up with @ScottMorrisonMP in Washington DC.   The UK and Australia are natural allies and we will continue to work together to defend our values and improve the prosperity of our people.   https://t.co/UfpijWN4Zm,280,2334,Great to catch up with @ScottMorrisonMP in Washington DC.   The UK and Australia are natural allies and we will continue to work together to defend our values and improve the prosperity of our people.   https://t.co/UfpijWN4Zm ,great catch washington dc uk australia natural ally continue work together defend value improve prosperity people,POSITIVE,POSITIVE,POSITIVE
47,1440743119415222279,2021-09-22 18:21:42+00:00,Thank you for the warm welcome @SpeakerPelosi! https://t.co/H1GGww5atb,134,1179,Thank you for the warm welcome @SpeakerPelosi! https://t.co/H1GGww5atb ,thank warm welcome,POSITIVE,POSITIVE,POSITIVE
48,1440694489564155911,2021-09-22 15:08:27+00:00,"It’s fantastic to see Londoners flocking to the new Northern line extension.  As mayor I saw the diggers whir into action, shifting thousands of tonnes of earth to turn an iconic industrial area into a dynamic place to live and work.   https://t.co/izfSycV8mp",121,974,"It’s fantastic to see Londoners flocking to the new Northern line extension.  As mayor I saw the diggers whir into action, shifting thousands of tonnes of earth to turn an iconic industrial area into a dynamic place to live and work.   https://t.co/izfSycV8mp ",fantastic see londoner flock new northern line extension mayor see digger whir action shift thousand tonne earth turn iconic industrial area dynamic place live work,POSITIVE,POSITIVE,POSITIVE
49,1440625098214371330,2021-09-22 10:32:43+00:00,"The UK-US partnership is vital as we face the challenges of the future.  @POTUS and I will continue to work together to #BuildBackBetter from the pandemic, tackle climate change and strengthen our security partnership.   https://t.co/91MUMNixcM",229,1510,"The UK-US partnership is vital as we face the challenges of the future.  @POTUS and I will continue to work together to #BuildBackBetter from the pandemic, tackle climate change and strengthen our security partnership.   https://t.co/91MUMNixcM ",uk us partnership vital face challenge future continue work together pandemic tackle climate change strengthen security partnership,POSITIVE,POSITIVE,POSITIVE
50,1440445276804681729,2021-09-21 22:38:10+00:00,The UK and US are staunch allies and the closest of partners.  We will stand side-by-side to protect our people and defend our values around the world.   https://t.co/XeRm5KXAhs,859,7723,The UK and US are staunch allies and the closest of partners.  We will stand side-by-side to protect our people and defend our values around the world.   https://t.co/XeRm5KXAhs ,uk we staunch ally close partner stand side side protect people defend value around world,POSITIVE,POSITIVE,NEUTRAL
51,1440419076975706114,2021-09-21 20:54:04+00:00,A pleasure to meet @VP Kamala Harris.  The partnership between our two countries is absolutely vital as we #BuildBackBetter from the pandemic.    https://t.co/YiSoDeaYFt,306,2381,A pleasure to meet @VP Kamala Harris.  The partnership between our two countries is absolutely vital as we #BuildBackBetter from the pandemic.    https://t.co/YiSoDeaYFt ,pleasure meet kamala harris partnership two country absolutely vital pandemic,POSITIVE,POSITIVE,POSITIVE
52,1440385068464160768,2021-09-21 18:38:56+00:00,Congratulations @JustinTrudeau on your re-election. The UK and Canada are great friends and partners and I look forward to us working closely together in the years ahead.  ,496,3857,Congratulations @JustinTrudeau on your re-election. The UK and Canada are great friends and partners and I look forward to us working closely together in the years ahead. ,congratulations election uk canada great friend partner look forward we work closely together year ahead,POSITIVE,POSITIVE,POSITIVE
53,1440375951603298305,2021-09-21 18:02:42+00:00,On the way to the @WhiteHouse!   https://t.co/vLEUNX2EX5,480,5066,On the way to the @WhiteHouse!   https://t.co/vLEUNX2EX5 ,way,NEUTRAL,NEUTRAL,NEUTRAL
54,1440338339576508428,2021-09-21 15:33:15+00:00,Fantastic that @POTUS has confirmed the United States will double the cash it spends to help vulnerable countries tackle climate change.  The UK and the US are leading the fight to protect our planet – this is exactly the momentum we need ahead of @COP26.,314,2000,Fantastic that @POTUS has confirmed the United States will double the cash it spends to help vulnerable countries tackle climate change.  The UK and the US are leading the fight to protect our planet – this is exactly the momentum we need ahead of @COP26. ,fantastic confirm united states double cash spend help vulnerable country tackle climate change uk we lead fight protect planet exactly momentum need ahead,POSITIVE,POSITIVE,POSITIVE
55,1440264074428702723,2021-09-21 10:38:08+00:00,Future generations will judge us on our actions in the coming months.  We must not fail them.  @COP26 | #UNGA https://t.co/3qpMdEVwrj,306,1611,Future generations will judge us on our actions in the coming months.  We must not fail them.  @COP26 | #UNGA https://t.co/3qpMdEVwrj ,future generation judge we action come month must not fail,NEGATIVE,POSITIVE,POSITIVE
56,1439982576417005573,2021-09-20 15:59:34+00:00,Rich nations have reaped the benefits of pollution for generations. We have a duty to help ​​developing countries grow their economies in a green and sustainable way.  I’m calling on leaders to meet our $100bn pledge to the world’s poorest.  #UNGA https://t.co/so6MVMcJip,333,1796,Rich nations have reaped the benefits of pollution for generations. We have a duty to help ​​developing countries grow their economies in a green and sustainable way.  I’m calling on leaders to meet our $100bn pledge to the world’s poorest.  #UNGA https://t.co/so6MVMcJip ,rich nation reap benefit pollution generation duty help develop country grow economy green sustainable way call leader meet pledge world poorest,NEUTRAL,POSITIVE,POSITIVE
