,id,created_at,text,rt_count,fav_count,english,cleaned_text,zeroshot_sentiment,vader_sentiment,blob_sentiment
11,1442923632922038274,2021-09-28 18:46:16+00:00,Une leçon de courage et d'humanité mais aussi un message d'espoir pour le peuple afghan : la France partage les combats de Fawzia Koofi. Elle la soutiendra dans ses initiatives internationales. https://t.co/oq5C14Attt,58,257,A lesson of courage and humanity but also a message of hope for the Afghan people: France shares the fights of Fawzia Koofi. It will support it in its international initiatives. https://t.co/oq5c14aTTT ,lesson courage humanity also message hope afghan people france shares fight fawzia koofi support international initiative,POSITIVE,POSITIVE,NEUTRAL
12,1442836974449135621,2021-09-28 13:01:55+00:00,"Pour lever les obstacles qui freinent l’effort de construction de logements sociaux, nous nous sommes appuyés sur les propositions de la commission présidée par @frebsamen. Objectif : inciter les collectivités à délivrer des permis de construire dans les territoires tendus. https://t.co/YpFE5wNAae",59,169,"To remove the obstacles that hinder the effort to build social housing, we relied on the Commission's proposals chaired by @frebsamen. Objective: To encourage communities to deliver building permits in the stretched territories. https://t.co/yypfe5wnaae ",remove obstacle hinder effort build social housing rely commission proposal chair objective encourage community deliver building permit stretched territory,NEUTRAL,POSITIVE,NEGATIVE
13,1442577505488101382,2021-09-27 19:50:53+00:00,"Peu de gens savent l'énergie, l'abnégation, le talent, l'audace et finalement la passion qui ont permis ce soir à cette brigade de soulever ce trophée. Cette fierté, nous la partageons, en pensée avec monsieur Paul et tous ses héritiers. Ils sont la France, tout simplement. https://t.co/kjqZiH1pQ0",92,415,"Few people know energy, self-denial, talent, audacity and finally the passion that allowed this brigade tonight to lift this trophy. This pride, we share it, in thought with Mr. Paul and all his heirs. They are France, simply. https://t.co/kjqzih1pq0 ",people know energy self denial talent audacity finally passion allow brigade tonight lift trophy pride share think mr paul heirs france simply,POSITIVE,POSITIVE,NEUTRAL
14,1442548697666048001,2021-09-27 17:56:25+00:00,La France fait aujourd’hui le choix clair d’investir très fortement dans le capital humain. La formation des salariés et des demandeurs d’emploi est déterminante pour répondre non seulement aux besoins de court terme mais aussi pour accompagner les grandes transitions en cours. https://t.co/UePC8opK7R,91,306,France today makes the clear choice to invest very strongly in human capital. The training of employees and jobseekers is crucial to respond not only to the short-term needs but also to accompany the major transitions in progress. https://t.co/uepc8opk7r ,france today make clear choice invest strongly human capital training employee jobseeker crucial respond not short term need also accompany major transition progress,NEUTRAL,POSITIVE,POSITIVE
15,1442461633188618241,2021-09-27 12:10:27+00:00,Des demandeurs d'emploi qui ne retrouvent pas le chemin du travail et des secteurs qui peinent à recruter : c'est ce paradoxe - et ce gâchis ! - contre lequel nous nous donnons aujourd'hui les moyens de lutter. Nous allons agir sur 3 leviers.↴ https://t.co/cUxC1xbAck,144,455,Jobseekers who do not find the path of work and sectors that struggle to recruit: it's this paradox - and this mess! - against which we give ourselves today the means to fight. We will act on 3 levers.↴ https://t.co/cuxc1xback ,jobseeker not find path work sector struggle recruit paradox mess give today mean fight act lever,NEGATIVE,NEGATIVE,NEGATIVE
16,1442372318546776064,2021-09-27 06:15:33+00:00,Direction Châtellerault avec @Elisabeth_Borne. Nous y présenterons le plan du Gouvernement pour réduire les tensions de recrutement sur le marché du travail. Des mesures concrètes pour répondre dès maintenant aux attentes des demandeurs d'emploi et des entreprises. https://t.co/r99fHlu6FE,74,297,Direction Châtellerault with @elisabeth_borne. We will present the government plan to reduce recruitment tensions in the labor market. Concrete measures to meet the expectations of jobseekers and businesses. https://t.co/r99fhlu6fe ,direction ch tellerault present government plan reduce recruitment tension labor market concrete measure meet expectation jobseeker business,NEUTRAL,NEGATIVE,POSITIVE
17,1442175520867643395,2021-09-26 17:13:33+00:00,"La vie politique, c'est le collectif mais aussi l'équilibre. Pas un jour, l'énergie et la force de proposition du MoDem n'ont manqué à la majorité. Avec humilité mais aussi avec la fierté du chemin accompli ensemble, nous travaillerons jusqu'à la dernière seconde pour notre pays. https://t.co/s5u9535wzw",57,192,"Political life is the collective but also balance. Not a day, the energy and the force of proposal of the modem did not miss the majority. With humility but also with the pride of the accomplished path together, we will work until the last second for our country. https://t.co/s5u9535wzw ",political life collective also balance not day energy force proposal modem not miss majority humility also pride accomplished path together work last second country,POSITIVE,POSITIVE,POSITIVE
18,1442147745884672001,2021-09-26 15:23:11+00:00,Le maillot arc-en-ciel lui va si bien : héroïque Julian Alaphilippe ! Un immense champion qui a écrit aujourd'hui avec panache l'une des plus belles pages du sport tricolore. Bravo - et vive le cyclisme !,113,885,The rainbow jersey is going so well: Heroic Julian Alaphilippe! An immense champion who has written today with Panache one of the most beautiful pages of tricolor sports. Bravo - and long live cycling! ,rainbow jersey go well heroic julian alaphilippe immense champion write today panache one beautiful page tricolor sport bravo long live cycling,POSITIVE,POSITIVE,POSITIVE
19,1441796635160367106,2021-09-25 16:07:59+00:00,"L'Europe, il y a ceux qui n'ont qu'un seul projet : la combattre. Nous, nous avons fait le choix d'en débattre. Ici, à Toulouse, et partout en France. C'est ainsi que notre République entend répondre, sans caricatures, mais toujours avec lucidité aux enjeux de notre Union. https://t.co/2XBTCZPoY8",90,354,"Europe, there are those who have only one project: fighting it. We have chosen to debate it. Here, in Toulouse, and everywhere in France. This is how our Republic intends to answer, without caricatures, but always with lucidity to the stakes of our union. https://t.co/2xbtczpoy8 ",europe one project fight choose debate toulouse everywhere france republic intend answer without caricature always lucidity stake union,POSITIVE,NEGATIVE,NEUTRAL
20,1441457766804119555,2021-09-24 17:41:27+00:00,"93% des mesures présentées dans l'agenda rural ont été réalisées ou sont en cours de réalisation. #FranceRelance a par ailleurs investi plus de 8 milliards € dans des territoires ruraux. Dans l'Yonne, je suis venu accélérer et amplifier ce mouvement.↴ https://t.co/Doz2x40FsF",61,160,"93% of the measures presented in the rural agenda were carried out or are in progress. #Forseland has also invested more than € 8 billion in rural areas. In the Yonne, I came to accelerate and amplify this movement.↴ https://t.co/doz2x40fsf ",measure present rural agenda carry progress also invest billion rural area yonne come accelerate amplify movement,POSITIVE,POSITIVE,NEUTRAL
21,1441006512080670721,2021-09-23 11:48:19+00:00,L'@arsbfc va financer un pôle d'activités et de soins adaptés dans cet EHPAD d'Autun qui accueille des personnes atteintes de la maladie d'Alzheimer. Il leur proposera des activités sociales et thérapeutiques pour maintenir et réhabiliter leurs capacités fonctionnelles. https://t.co/elcBeyFG8K,48,145,"The @ ArsBFC will finance a pole of activities and care adapted in this EHPAD of Autun, which welcomes people with Alzheimer's disease. It will offer them social and therapeutic activities to maintain and rehabilitate their functional capabilities. https://t.co/elcbeyfg8k ",arsbfc finance pole activity care adapt ehpad autun welcome people alzheimer disease offer social therapeutic activity maintain rehabilitate functional capability,POSITIVE,POSITIVE,POSITIVE
22,1441003343145574400,2021-09-23 11:35:44+00:00,"C'est grâce à l'engagement de Maryline et des salariés des services à la personne que nos aînés peuvent rester à leur domicile. Ce défi, nous ne pourrons le relever qu'en revalorisant ces métiers essentiels alors que près de la moitié des structures peinent à recruter. https://t.co/8liiLTxTtK",61,204,"It is thanks to the commitment of Maryline and employees of the personal services that our elders can stay at home. This challenge, we will only be able to revalor these critical trades while almost half of the structures struggle to recruit. https://t.co/8liiltxttk ",thank commitment maryline employee personal service elder stay home challenge able revalor critical trade almost half structure struggle recruit,POSITIVE,POSITIVE,POSITIVE
23,1440268821403557888,2021-09-21 10:57:00+00:00,"Du concret. C'est grâce à l'insertion de publics éloignés de l'emploi que cette ancienne friche industrielle est devenue un pôle d'activité écologique et citoyenne au coeur de l'Île-Saint-Denis. Un cercle vertueux, une fierté pour ce territoire mais aussi un exemple à suivre. https://t.co/0Cc1586tAM",36,181,"Concrete. It is thanks to the insertion of public people away from the job that this former industrial wasteland has become a pole of ecological activity and citizen in the heart of Saint-Denis Island. A virtuous circle, a pride for this territory but also an example to follow. https://t.co/0CC1586tam ",concrete thank insertion public people away job former industrial wasteland become pole ecological activity citizen heart saint denis island virtuous circle pride territory also example follow,POSITIVE,POSITIVE,POSITIVE
24,1440255678669418497,2021-09-21 10:04:47+00:00,"La renationalisation du RSA : beaucoup l'ont évoquée, beaucoup l'ont promise. Aujourd'hui, nous le faisons. https://t.co/7zQ8Ihr2I0",146,338,"The renationalization of the RSA: many have mentioned it, many have promised it. Today, we do it. https://t.co/7zq8ihr2i0 ",renationalization rsa many mention many promise today,POSITIVE,POSITIVE,POSITIVE
25,1440214705738436617,2021-09-21 07:21:58+00:00,"Il y a 20 ans, l'explosion de l'usine AZF endeuillait la France et plongeait Toulouse dans l'effroi et la sidération. La Nation s'incline respectueusement en mémoire des victimes. Mes pensées accompagnent les Toulousains dont je sais l'émotion toujours vive et le souvenir intact.",134,527,"20 years ago, the explosion of the AZF factory began France and plunged Toulouse into fright and sidation. The nation respects respectfully in memory of the victims. My thoughts accompany the Toulouse that I know the emotion always lively and the memory intact. ",year ago explosion azf factory begin france plunge toulouse fright sidation nation respect respectfully memory victim thought accompany toulouse know emotion always lively memory intact,NEUTRAL,POSITIVE,POSITIVE
26,1439938853993914371,2021-09-20 13:05:50+00:00,"7ème étape du Train de la Relance, à Limoges. Partout en France, les équipes de #FranceRelance permettent à chacun de saisir les opportunités de ce plan dont nous avons veillé à ce qu'il n'oublie aucun territoire. → https://t.co/p9zwFeDtbp https://t.co/h9Dorxu89F",63,262,"7th stage of the raised train, in Limoges. Everywhere in France, #FranceRelance teams allow everyone to seize the opportunities of this plan we have made sure it does not forget any territory. → https://t.co/p9zwfedtbp https://t.co/h9dorxu89f ",stage raise train limoge everywhere france team allow everyone seize opportunity plan make sure not forget territory,POSITIVE,POSITIVE,POSITIVE
27,1439902544730468357,2021-09-20 10:41:33+00:00,"L'action publique est parfois affaire de symboles. Ici, à Bessines-sur-Gartempe, 20 ans après la fermeture de la dernière mine française d'uranium, @Oranogroup est resté le premier employeur industriel de la métallurgie dans le nord de la Haute-Vienne. https://t.co/WImqPjZ8jn",35,124,"Public action is sometimes dealing with symbols. Here in Bessins-sur-Gartempe, 20 years after the closure of the last French Mine of Uranium, @oranogroup remained the first industrial employer of metallurgy in northern Haute-Vienne. https://t.co/wimqpjz8jn ",public action sometimes deal symbol bessin sur gartempe year closure last french mine uranium remain first industrial employer metallurgy northern haute vienne,NEGATIVE,NEUTRAL,POSITIVE
28,1439635371382525955,2021-09-19 16:59:54+00:00,C'est la France ! https://t.co/cm0HUgYdgI,118,498,It's France ! https://t.co/cm0hugydgi ,france,NEUTRAL,NEUTRAL,NEUTRAL
29,1439270968019623940,2021-09-18 16:51:53+00:00,"C'est ici, au château de Saumur, immortalisé il y a plus de six siècles dans les Très Riches Heures du duc de Berry que j'ai souhaité débuter ces #JournéesDuPatrimoine : nous célébrons ensemble notre patrimoine, notre culture, notre identité commune mais aussi notre Histoire. https://t.co/SOGRZXuKH5",81,403,"It is here, at the Château de Saumur, immortalized more than six centuries in the very rich hours of the Duke de Berry that I wanted to start these #ingsDatrimoine: we celebrate our heritage, our culture, our common identity together but Also our story. https://t.co/sogrzxukh5 ",ch teau de saumur immortalize six century rich hour duke de berry want start celebrate heritage culture common identity together also story,POSITIVE,POSITIVE,POSITIVE
30,1438936123674406912,2021-09-17 18:41:20+00:00,"Réussir la transition écologique et améliorer le pouvoir d'achat des Français ne sont pas des objectifs contradictoires. Ils sont au contraire intimement liés. La preuve par le terrain, avec #MaPrimeRénov : https://t.co/nGThia6g0l",81,208,"Successful ecological transition and improve the purchasing power of the French are not contradictory objectives. They are on the contrary intimately linked. The proof in the field, with # Moteinov: https://t.co/ngthia6g0l ",successful ecological transition improve purchase power french not contradictory objective contrary intimately link proof field moteinov,NEUTRAL,POSITIVE,POSITIVE
31,1438541015133077507,2021-09-16 16:31:19+00:00,"#MaPrimeRénov est accessible à l'ensemble des logements collectifs. Dans cette copropriété de Chilly-Mazarin, elle va permettre un gain énergétique de 40% : des travaux bons pour la planète - et pour le porte-monnaie de ses habitants. https://t.co/pDEsghw5Yc",55,170,"# MINCHENOV is accessible to all collective dwellings. In this condominium of Chilly-Mazarin, it will allow an energy gain of 40%: good work for the planet - and for the wallet of its inhabitants. https://t.co/pdesghw5yc ",minchenov accessible collective dwelling condominium chilly mazarin allow energy gain good work planet wallet inhabitant,POSITIVE,POSITIVE,POSITIVE
32,1438504662693416966,2021-09-16 14:06:52+00:00,La hausse des prix de l'énergie affecte prioritairement les ménages les plus modestes. Une aide exceptionnelle de 100 € leur sera versée à la fin de l'année sous la forme d'un #ChèqueÉnergie. https://t.co/vcgQahg190,236,698,The rise in energy prices is primarily affecting the most modest households. Outstanding help from 100 € will be paid at the end of the year in the form of a # channel. https://t.co/vcgqahg190 ,rise energy price primarily affect modest household outstanding help pay end year form channel,NEGATIVE,POSITIVE,POSITIVE
33,1438502949219565572,2021-09-16 14:00:03+00:00,"Engagement tenu ! Pour la seule année 2021, 500 000 dossiers #MaPrimeRenov ont déjà été déposés. 500 000 rénovations efficaces, au service de la transition écologique et du pouvoir d'achat de nos concitoyens. https://t.co/tdB6CpV8bw https://t.co/qdqvArxtkn",82,192,"Commitment! For the year alone 2021, 500 000 #MrocationRenov files have already been deposited. 500,000 effective renovations, serving the ecological transition and purchasing power of our fellow citizens. https://t.co/tdb6cpv8bw https://t.co/qdqvarxtkn ",commitment year alone file already deposit effective renovation serve ecological transition purchasing power fellow citizen,POSITIVE,POSITIVE,POSITIVE
34,1437825495563898885,2021-09-14 17:08:06+00:00,"Démocratie, travail, transition écologique : je propose au Conseil économique, social et environnemental de se saisir de ces 3 questions urgentes et fondamentales. https://t.co/EuqJQFPb0t",50,171,"Democracy, Work, Ecological Transition: I propose to the Economic, Social and Environmental Council to seize these 3 urgent and fundamental issues. https://t.co/euqjqfpb0t ",democracy work ecological transition propose economic social environmental council seize urgent fundamental issue,POSITIVE,POSITIVE,POSITIVE
35,1437413022721576961,2021-09-13 13:49:05+00:00,La preuve par l’exemple : https://t.co/CYBu93eu0C,129,399,The proof by example: https://t.co/cybu93eu0c ,proof example,NEUTRAL,NEUTRAL,NEUTRAL
36,1437400307210854400,2021-09-13 12:58:33+00:00,"La campagne de rappel vaccinal débute aujourd'hui dans les EHPAD avec un objectif simple : mieux protéger nos aînés dont le système immunitaire est moins réactif. À la « Maison Ferrari », à Clamart, 85% des résidents y sont éligibles et pourront y recevoir une injection. https://t.co/0H8sZzjbkt",65,296,"The vaccinal reminder campaign is starting today in the EHPAD with a simple goal: to better protect our elders whose immune system is less responsive. At the ""Ferrari Maison"", in Clamart, 85% of the residents are eligible and will be able to receive an injection. https://t.co/0h8szzjbkt ",vaccinal reminder campaign start today ehpad simple goal well protect elder whose immune system less responsive ferrari maison clamart resident eligible able receive injection,POSITIVE,POSITIVE,POSITIVE
37,1437104741163704320,2021-09-12 17:24:05+00:00,C'est au péril de leur vie que les femmes et les hommes de la Sécurité civile nous secourent et nous protègent. Le drame survenu à Villard-de-Lans endeuille la Nation tout entière. Mes pensées accompagnent les proches des victimes et toute la communauté du secours en montagne.,207,1188,It is at the risk of their lives that women and men of civil security help us and protect us. The drama in Villard-de-Lans is the entire nation. My thoughts accompany relatives of the victims and the whole community of rescue in the mountains. ,risk live woman man civil security help we protect we drama villard de lan entire nation thought accompany relative victim whole community rescue mountain,NEUTRAL,POSITIVE,POSITIVE
38,1436337786123083812,2021-09-10 14:36:28+00:00,"Investir dans les transports en commun, c'est améliorer le quotidien de nos concitoyens. 400 millions d'euros supplémentaires seront débloqués par l'État : ils seront investis dans les mobilités, dans nos agglomérations et métropoles. https://t.co/OAlgBQPbiX",56,197,"Investing in public transport is improving the daily life of our fellow citizens. Additional 400 million euros will be released by the state: they will be invested in mobility, in our agglomerations and metropolises. https://t.co/oalgbqpbix ",invest public transport improve daily life fellow citizen additional million euro release state invest mobility agglomeration metropolis,POSITIVE,POSITIVE,NEUTRAL
39,1436262561364815907,2021-09-10 09:37:33+00:00,"Redonner vie à nos centres-villes, voilà l'objectif du programme « Petites villes de demain » : plus de 1200 communes ont d'ores et déjà été labellisées et travaillent main dans la main avec l'État pour renforcer leur attractivité. https://t.co/JWkCG5sOAw",49,188,"Restoring our cities in our cities, this is the objective of the ""small towns of tomorrow"" program: more than 1200 municipalities have already been labeled and work hand in hand with the state to strengthen their attractiveness. https://t.co/jwkcg5soaw ",restore city city objective small town tomorrow program municipality already label work hand hand state strengthen attractiveness,POSITIVE,POSITIVE,NEGATIVE
40,1436068001053298690,2021-09-09 20:44:26+00:00,Jamais une majorité n’a été aussi unie et soudée pour remplir le contrat conclu avec les Français au début du quinquennat. C’est dans cet esprit de rassemblement et avec la même responsabilité que nous continuerons à servir notre pays dans les prochains mois. https://t.co/YptY3dQDmg,89,327,Never has a majority have been united and welded to fulfill the contract with the French at the beginning of the five-year. It is in this spirit of gathering and with the same responsibility that we will continue to serve our country in the coming months. https://t.co/ypty3dqdmg ,never majority unite weld fulfill contract french begin five year spirit gathering responsibility continue serve country come month,NEGATIVE,POSITIVE,NEUTRAL
41,1435636236878848006,2021-09-08 16:08:46+00:00,"Le Gouvernement est à la tâche avec une seule boussole : le service du pays, la protection de nos concitoyens, la préparation de notre avenir.↴",140,678,"The government is at the task with a single compass: the service of the country, the protection of our fellow citizens, the preparation of our future.↴ ",government task single compass service country protection fellow citizen preparation future,NEUTRAL,NEUTRAL,NEGATIVE
42,1435186788587479041,2021-09-07 10:22:49+00:00,"Le rassemblement, l'unité, la solidarité face aux défis du pays, ce ne sont pas que des mots, c'est l'ADN de notre majorité. Je sais compter sur son énergie et son courage comme elle sait compter sur ma confiance et ma détermination. Ensemble, au service des Français. https://t.co/QFCHdSOyiL",79,266,"The rally, unity, solidarity in the face of the country's challenges, it is not only words, it is the DNA of our majority. I can count on his energy and courage as she knows how to rely on my trust and my determination. Together, serving French. https://t.co/qfchdsoyil ",rally unity solidarity face country challenge not word dna majority count energy courage know rely trust determination together serve french,POSITIVE,POSITIVE,NEUTRAL
43,1434934150235045889,2021-09-06 17:38:55+00:00,Ces visages sont ceux de la relance. C'est avec eux et pour eux que nous avons investi dans notre industrie tout en renforçant notre souveraineté. Merci à tous les salariés et apprentis que j'ai rencontrés aujourd'hui en Isère : nous leur devons le succès de #FranceRelance. https://t.co/Rf6mhxUVUR,39,192,These faces are those of the recovery. It is with them and for them that we have invested in our industry while strengthening our sovereignty. Thank you to all the employees and apprentices that I met today in Isère: we owe them the success of #FranceRence. https://t.co/rf6mhxuvur ,face recovery invest industry strengthen sovereignty thank employee apprentice meet today owe success,POSITIVE,POSITIVE,POSITIVE
44,1434924422138314760,2021-09-06 17:00:16+00:00,"J'ai veillé personnellement à ce que #FranceRelance n'oublie aucun territoire. C'était une question d'égalité entre les citoyens mais aussi un gage d'efficacité. Du concret pour chacun, une relance pour tous. ↴",100,375,"I personally watched that #FranceRence does not forget any territory. It was a question of equality between citizens but also a guarantee of efficiency. Concrete for everyone, a recovery for all. ↴ ",personally watch not forget territory question equality citizen also guarantee efficiency concrete everyone recovery,NEUTRAL,POSITIVE,POSITIVE
45,1434893103199105024,2021-09-06 14:55:49+00:00,Le Magnifique. https://t.co/hKHNMvdmRp,302,3221,The magnificent. https://t.co/hkhnmvdmrp ,magnificent,POSITIVE,POSITIVE,POSITIVE
46,1434855791496994822,2021-09-06 12:27:33+00:00,"Dès 2017, le président de la République a fait de la réindustrialisation de la France une priorité. Chacun l'a vu au @Salon_GI, ce volontarisme a porté ses fruits : pour la première fois depuis 30 ans, notre industrie a à nouveau créé des emplois dans notre pays. https://t.co/nACcAYXdrM",75,244,"By 2017, the President of the Republic made the reindustrialization of France a priority. Each has seen it at @salon_gi, this voluntarism has borne fruit: for the first time in 30 years, our industry has again created jobs in our country. https://t.co/naccayxdrm ",president republic make reindustrialization france priority see voluntarism bear fruit first time year industry create job country,POSITIVE,POSITIVE,POSITIVE
47,1434820207097360387,2021-09-06 10:06:09+00:00,"500 000 contrats d’apprentissage ou d’alternance ont été signés en 2020 : un record historique. → Les aides de #FranceRelance à l’apprentissage seront prolongées de 6 mois supplémentaires, jusqu’au 30 juin 2022. https://t.co/rj7DAt44hT",191,486,"500,000 learning or alternation contracts were signed in 2020: a historic record. → #FranceRence learning aid will be extended by 6 additional months, until June 30, 2022. https://t.co/rj7dat44ht ",learn alternation contract sign historic record learning aid extend additional month june,NEUTRAL,POSITIVE,NEUTRAL
48,1434818339054964739,2021-09-06 09:58:44+00:00,"En seulement 12 mois, #FranceRelance a déjà rempli la majorité de ses objectifs : 50 milliards d'euros ont déjà été engagés et nous tiendrons l’objectif de 70 milliards d’ici la fin de l’année. https://t.co/K5JMiBYnaR",119,355,"In just 12 months, #FranceRence has already completed the majority of its objectives: 50 billion euros have already been engaged and we will keep the target of 70 billion by the end of the year. https://t.co/k5jmibyar ",month already complete majority objective billion euro already engage keep target billion end year,NEUTRAL,POSITIVE,POSITIVE
49,1434586063020953608,2021-09-05 18:35:45+00:00,"Mes meilleurs voeux accompagnent tous nos compatriotes qui célèbrent #RoshHashanah. Que cette nouvelle année apporte à chacun bonheur, espoir et fraternité. Shana tova !",158,859,"My best wishes accompany all our compatriots who celebrate #roshhashanah. May this new year bring to everyone happiness, hope and fraternity. Shana Tova! ",good wish accompany compatriot celebrate may new year bring everyone happiness hope fraternity shana tova,POSITIVE,POSITIVE,POSITIVE
